Active Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Path Name,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Major,Equipment Alarm,3G_CLO010M_QTI(94),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 08:58:39,"",ME(MO SDR),U RNCId: 3005; Control voltage abnormal; Board serial number: 251618401194; U nodeBId:94,Unacknowledged,"","","","","","","",UMTS,8515,1662661137066,10.248.180.100,"","MO_OMCB_RNC_3354Z_QTI,Subnet(MO SDR)(3354)",MO_OMCB_RNC_3354Z_QTI,Platform Alarm,"","",94,3G_CLO010M_QTI,SDR,94,3G_CLO010M_QTI,CC,"product:public,wcdma",uid=94#uuserlabel=#ufid=94,Lost of synchronization,""
Minor,Equipment Alarm,4G-TAH002M-PYN(490013),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Room Door Open Alarm(198092556),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 08:58:45,"",ME(MO SDR),Dry contact ID: 5; Board serial number: 708961201497; L eNBId:490013,Unacknowledged,"","","","","","","",LTE FDD,161,1662661137067,10.225.123.102,"","MO SDR_OMMB2_VNPT,PYN(49000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",490013,4G-TAH002M-PYN,SDR,490013,4G-TAH002M-PYN,SA,"product:public,ltefdd",fddid=490013#fdduserlabel=4G-TAH002M-PYN#fddfid=490013,Room Door Open Alarm,""
Major,Equipment Alarm,3G_HNN074M_BDH(469),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 08:59:18,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254178300966; U nodeBId:469,Unacknowledged,"","","","","","","",UMTS,13788,1662661137069,10.248.200.77,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",469,3G_HNN074M_BDH,SDR,469,3G_HNN074M_BDH,CC,"product:public,wcdma",uid=469#uuserlabel=#ufid=469,Lost of synchronization,""
Critical,Processing Error Alarm,3G_TAN005M_PYN(37),"Equipment=1,Rack(MO SDR)=62,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The RRU link is broken(198097605),1. The optical fiber between the BBU and the RRU or between upper-level and lower-level RRUs is not operating properly. 2. The optical module of the RRU or the optical module of the uplink BBU is faulty. 3. The RRU is not powered. 4. The interface board of the BBU is faulty. 5. The RRU is faulty. 6. The lr line bit rate is not correctly set.,2023-07-04 08:58:06,"",ME(MO SDR),"U RNCId: 3007; Uplink port of optical port 1:does not receive optical signals; Board serial number: 219997357854; U nodeBId:37; Topology: Optical board=(1,1,3), Optical board port=4, Optical board port type is SFP, Fault board rack=62, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,92,1662661137070,10.248.201.4,"","OMCB_RNC_3007Z_PYN,Subnet(MO SDR)(3007)",OMCB_RNC_3007Z_PYN,Platform Alarm,"","",37,3G_TAN005M_PYN,RU,62,Rack,RTR-U216,"product:public,wcdma",uid=37#uuserlabel=NodeBO_An-Dan_PYN#ufid=37,The RRU link is broken,""
Critical,Processing Error Alarm,RNC_3350Z_BDH(3350),"EQRNCID=3350,RACKNO=1,SHELFNO=3,SLOTNO=7,CPUNO=2",GU_PMY005M_BDH(21),"",Cell is out of service(198083022),The cell CGID reported by the Node B after audit is zero.,2023-07-04 09:00:10,"",ME(UMTS),NodeB ID:21; Cell ID:10211; Alarm sub code:8; Cell support MBMS or not:Cell does not support MBMS; Slave No.:12; User plane resource Unit ID:7; the Module No. of the board:1; Unit No. of the board:12; Processor No. of the board:1; Subsystem No. of the board:4,Unacknowledged,"","","","","","","",UMTS,71498,1662661137077,10.9.50.129,"","OMCR_RNC_3350Z_BDH,SUBNET(UMTS)(3350)",OMCR_RNC_3350Z_BDH,UMTS Controller Alarm(V3),"","",21,GU_PMY005M_BDH,CELL,10211,3G_PMY005M41_BDH,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3350Z_BDH#RAISETIME=2023-07-04 09:00:10,Cell is out of service,The cell CGID reported by the Node B after audit is zero.
Critical,Processing Error Alarm,RNC_3350Z_BDH(3350),"EQRNCID=3350,RACKNO=1,SHELFNO=3,SLOTNO=7,CPUNO=2",GU_PMY005M_BDH(21),"",Cell is out of service(198083022),The cell CGID reported by the Node B after audit is zero.,2023-07-04 09:00:10,"",ME(UMTS),NodeB ID:21; Cell ID:10212; Alarm sub code:8; Cell support MBMS or not:Cell does not support MBMS; Slave No.:15; User plane resource Unit ID:5; the Module No. of the board:1; Unit No. of the board:16; Processor No. of the board:1; Subsystem No. of the board:4,Unacknowledged,"","","","","","","",UMTS,71499,1662661137078,10.9.50.129,"","OMCR_RNC_3350Z_BDH,SUBNET(UMTS)(3350)",OMCR_RNC_3350Z_BDH,UMTS Controller Alarm(V3),"","",21,GU_PMY005M_BDH,CELL,10212,3G_PMY005M42_BDH,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3350Z_BDH#RAISETIME=2023-07-04 09:00:10,Cell is out of service,The cell CGID reported by the Node B after audit is zero.
Critical,Processing Error Alarm,RNC_3350Z_BDH(3350),"EQRNCID=3350,RACKNO=1,SHELFNO=3,SLOTNO=7,CPUNO=2",GU_PMY005M_BDH(21),"",Cell is out of service(198083022),The cell CGID reported by the Node B after audit is zero.,2023-07-04 09:00:10,"",ME(UMTS),NodeB ID:21; Cell ID:10213; Alarm sub code:8; Cell support MBMS or not:Cell does not support MBMS; Slave No.:4; User plane resource Unit ID:10; the Module No. of the board:1; Unit No. of the board:15; Processor No. of the board:1; Subsystem No. of the board:4,Unacknowledged,"","","","","","","",UMTS,71500,1662661137079,10.9.50.129,"","OMCR_RNC_3350Z_BDH,SUBNET(UMTS)(3350)",OMCR_RNC_3350Z_BDH,UMTS Controller Alarm(V3),"","",21,GU_PMY005M_BDH,CELL,10213,3G_PMY005M43_BDH,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3350Z_BDH#RAISETIME=2023-07-04 09:00:10,Cell is out of service,The cell CGID reported by the Node B after audit is zero.
Major,Processing Error Alarm,4G-DHA016M-PYN(490799),"Equipment=1,Rack(MO SDR)=1","","",Baseband unit is being initialized(198097050),"1. A user executes a dynamic command, which results in the reset of the main control board. 2. The base station is being upgraded. 3. A software error occurs, which results in the reset of the main control board. 4. The base station is power-off reset.",2023-07-04 08:59:09,"",ME(MO SDR),Power off reset; L eNBId:490799,Unacknowledged,"","","","","","","",LTE FDD,1,1662661137080,10.225.125.82,"","MO SDR_OMMB2_VNPT,PYN(49000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",490799,4G-DHA016M-PYN,SDR,490799,4G-DHA016M-PYN,"","product:public,ltefdd",fddid=490799#fdduserlabel=4G-DHA016M-PYN#fddfid=490799,Baseband unit is being initialized,""
Major,Communications Alarm,RNC_3350Z_BDH(3350),"EQRNCID=3350,RACKNO=1,SHELFNO=3,SLOTNO=7,CPUNO=2",GU_PMY005M_BDH(21),"",Association link broken(198066019),1. The association is released in dynamic data management. 2. Association configuration is modified at local end. 3. Association is released at opposite end. 4. Bottom layer link is faulty.,2023-07-04 09:00:21,"",ME(UMTS),Association ID:67; Home module:11; Alarm reason:All paths are inactive.; User type:NBAP; Office ID:0,Unacknowledged,"","","","","","","",UMTS,71502,1662661137083,10.9.50.129,"","OMCR_RNC_3350Z_BDH,SUBNET(UMTS)(3350)",OMCR_RNC_3350Z_BDH,Controller Public Alarm(V3),"","",21,GU_PMY005M_BDH,Association,67,GU_PMY005M_BDH$67:NBAP:121,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3350Z_BDH#RAISETIME=2023-07-04 09:00:21,Association link broken,1. The association is released in dynamic data management. 2. Association configuration is modified at local end. 3. Association is released at opposite end. 4. Bottom layer link is faulty.
Critical,Processing Error Alarm,RNC_3350Z_BDH(3350),"EQRNCID=3350,RACKNO=1,SHELFNO=3,SLOTNO=7,CPUNO=2",GU_PMY005M_BDH(21),"",NodeB is out of service(198083023),NCP link failure,2023-07-04 09:00:31,"",ME(UMTS),NodeB ID:21; Alarm sub code:2; Iub Transport bearer type:IP V4 Bearer Type; Link Number:1; Link ID list:67,Unacknowledged,"","","","","","","",UMTS,71503,1662661137085,10.9.50.129,"","OMCR_RNC_3350Z_BDH,SUBNET(UMTS)(3350)",OMCR_RNC_3350Z_BDH,UMTS Controller Alarm(V3),"","",21,GU_PMY005M_BDH,NODEB,21,GU_PMY005M_BDH,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3350Z_BDH#RAISETIME=2023-07-04 09:00:31,NodeB is out of service,NCP link failure
