History Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Duration(hh:mm:ss),Cleared Time,Clear User ID,Clear System ID,Path Name,Clear Type,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Warning,Quality of Service Alarm,4G-BSN060M-QNI(520209),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",MRO fault alarm(198094446),"1. Too early handover. 2. Too late handover. 3. Handover to a wrong cell. 4. Ping-pong handover. 5. Serious mobility failure was happened, but system cannot judge the alarm type.",2023-06-29 10:47:44,"",ME(MO SDR),Ping-pong HO; MCC1=452;MNC1=02;ENBID1=520209;CID1=11;MCC2=452;MNC2=02;ENBID2=520240;CID2=12; Board serial number: 724184900923; L eNBId:520209,Unacknowledged,"","","","","","","",LTE FDD,388,1662661104348,10.225.115.37,"","MO SDR_OMMB1_VNPT,QNI(52000)",MO SDR_OMMB1_VNPT,LTE FDD Alarm,"",120:04:55,2023-07-04 10:52:39,"","","",Normal,520209,4G-BSN060M-QNI,SDR,520209,4G-BSN060M-QNI,CCC,"product:ltefdd,ltefdd",fddid=520209#fdduserlabel=4G-BSN060M-QNI#fddfid=520209,MRO fault alarm,""
Critical,Processing Error Alarm,4G-PSN009M-QNM(510488),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The license file will soon fall due(198097673),The license file will soon fall due.,2023-07-01 02:00:04,"",ME(MO SDR),"U RNCId: 3353; The temporary file is about to expire, and the default mode will be used; Expiration date: 2023-7-31; Board serial number: 739543300872; U nodeBId:182,L eNBId:510488",Acknowledged,2023-07-04 10:48:29,Rule:System:Global,EMS Server(10.212.162.144),"","","","","UMTS,LTE FDD",29,1662661114749,10.225.105.214,"","MO SDR_OMMB1_VNPT,QNM(51000)",MO SDR_OMMB1_VNPT,Platform Alarm,"",80:48:25,2023-07-04 10:48:29,"","","",By Sync Alarm,510488,4G-PSN009M-QNM,SDR,510488,4G-PSN009M-QNM,CCE1B,"product:public,wcdma,ltefdd",uid=182#uuserlabel=#ufid=182#fddid=510488#fdduserlabel=4G-PSN009M-QNM#fddfid=510488,The license file will soon fall due,""
Critical,Processing Error Alarm,4G-PSN014M-QNM(510512),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The license file will soon fall due(198097673),The license file will soon fall due.,2023-07-01 02:00:16,"",ME(MO SDR),"The temporary file is about to expire, and the default mode will be used; Expiration date: 2023-7-31; Board serial number: 739543300837; L eNBId:510512",Acknowledged,2023-07-04 10:48:29,Rule:System:Global,EMS Server(10.212.162.144),"","","","",LTE FDD,5,1662661114920,10.225.105.216,"","MO SDR_OMMB1_VNPT,QNM(51000)",MO SDR_OMMB1_VNPT,Platform Alarm,"",80:48:13,2023-07-04 10:48:29,"","","",By Sync Alarm,510512,4G-PSN014M-QNM,SDR,510512,4G-PSN014M-QNM,CCE1B,"product:public,ltefdd",fddid=510512#fdduserlabel=4G-PSN014M-QNM#fddfid=510512,The license file will soon fall due,""
Critical,Processing Error Alarm,4G-NGG022M-QNM(510537),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The license file will soon fall due(198097673),The license file will soon fall due.,2023-07-01 02:00:28,"",ME(MO SDR),"The temporary file is about to expire, and the default mode will be used; Expiration date: 2023-7-31; Board serial number: 739543300840; L eNBId:510537",Acknowledged,2023-07-04 10:48:38,Rule:System:Global,EMS Server(10.212.162.144),"","","","",LTE FDD,7,1662661115068,10.225.105.202,"","MO SDR_OMMB1_VNPT,QNM(51000)",MO SDR_OMMB1_VNPT,Platform Alarm,"",80:48:10,2023-07-04 10:48:38,"","","",By Sync Alarm,510537,4G-NGG022M-QNM,SDR,510537,4G-NGG022M-QNM,CCE1B,"product:public,ltefdd",fddid=510537#fdduserlabel=4G-NGG022M-QNM#fddfid=510537,The license file will soon fall due,""
Minor,Equipment Alarm,4G-HUE093M-HUE(460274),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 07:29:01,"",ME(MO SDR),"Dry contact ID: 0; Board serial number: 724397501363; L eNBId:460274,N eNBId:460274",Unacknowledged,"","","","","","","","NB-IoT,LTE FDD",94,1662661136509,10.225.89.50,"","MO SDR_OMMB3_VNPT,HUE(46000)",MO SDR_OMMB3_VNPT,Platform Alarm,"",03:20:36,2023-07-04 10:49:37,"","","",Normal,460274,4G-HUE093M-HUE,SDR,460274,4G-HUE093M-HUE,SA,"product:public,ltefdd,NB-IoT",fddid=460274#fdduserlabel=4G-HUE093M-HUE#fddfid=460274#nid=460274#nuserlabel=4G-HUE093M-HUE#nfid=460274,User-defined dry contact alarm 1,""
Critical,Equipment Alarm,4G-HUE093M-HUE(460274),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Rectifier Failure Alarm(198092551),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 07:29:04,"",ME(MO SDR),"Dry contact ID: 1; Board serial number: 724397501363; L eNBId:460274,N eNBId:460274",Unacknowledged,"","","","","","","","NB-IoT,LTE FDD",95,1662661136510,10.225.89.50,"","MO SDR_OMMB3_VNPT,HUE(46000)",MO SDR_OMMB3_VNPT,Platform Alarm,"",03:20:33,2023-07-04 10:49:37,"","","",Normal,460274,4G-HUE093M-HUE,SDR,460274,4G-HUE093M-HUE,SA,"product:public,ltefdd,NB-IoT",fddid=460274#fdduserlabel=4G-HUE093M-HUE#fddfid=460274#nid=460274#nuserlabel=4G-HUE093M-HUE#nfid=460274,User-defined dry contact alarm 2,""
Major,Equipment Alarm,3G_BSN071M_QNI(409),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 08:20:34,"",ME(MO SDR),U RNCId: 3003; Control voltage abnormal; Board serial number: 254437700324; U nodeBId:409,Unacknowledged,"","","","","","","",UMTS,5666,1662661136815,10.248.205.7,"","MO_OMCB_RNC_3003Z_QNI,Subnet(MO SDR)(3003)",MO_OMCB_RNC_3003Z_QNI,Platform Alarm,"",02:26:25,2023-07-04 10:46:59,"","","",Restoration upon Anti-shake,409,3G_BSN071M_QNI,SDR,409,3G_BSN071M_QNI,CC,"product:public,wcdma",uid=409#uuserlabel=#ufid=409#,Lost of synchronization,""
Minor,Equipment Alarm,GU_TKY021M_QNM(27),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Door Open(198092560),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 09:47:45,"",ME(MO SDR),"G BSCId: 353; U RNCId: 3353; Dry contact ID: 3; Board serial number: 254488700017; U nodeBId:27,G siteId:27",Unacknowledged,"","","","","","","","UMTS,GSM",528,1662661137464,10.248.190.42,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"",01:00:45,2023-07-04 10:48:30,"","","",Normal,27,GU_TKY021M_QNM,SDR,27,GU_TKY021M_QNM,SA,"product:public,wcdma,gv3",uid=27#uuserlabel=KV-Bao-Viet_QNM#ufid=27#gid=27#guserlabel=#gfid=27,Intruder,""
Major,Equipment Alarm,GU_TPC020M_QNM(275),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 10:25:58,"",ME(MO SDR),"G BSCId: 350; U RNCId: 3353; Control voltage abnormal; Board serial number: 254437700192; U nodeBId:275,G siteId:275",Unacknowledged,"","","","","","","","UMTS,GSM",10245,1662661137750,10.248.192.250,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"",00:22:00,2023-07-04 10:47:58,"","","",Restoration upon Anti-shake,275,GU_TPC020M_QNM,SDR,275,GU_TPC020M_QNM,CC,"product:public,wcdma,gv3",uid=275#uuserlabel=#ufid=275#gid=275#guserlabel=#gfid=275,Lost of synchronization,""
Major,Equipment Alarm,GU_DBN023M_QNM(26),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 10:27:54,"",ME(MO SDR),"G BSCId: 352; U RNCId: 3352; Control voltage abnormal; Board serial number: 254178300017; U nodeBId:26,G siteId:26",Unacknowledged,"","","","","","","","UMTS,GSM",31207,1662661137757,10.248.191.195,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"",00:22:04,2023-07-04 10:49:58,"","","",Restoration upon Anti-shake,26,GU_DBN023M_QNM,SDR,26,GU_DBN023M_QNM,CC,"product:public,wcdma,gv3",uid=26#uuserlabel=GU_DBN023M_QNM#ufid=26#gid=26#guserlabel=#gfid=26,Lost of synchronization,""
