History Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Duration(hh:mm:ss),Cleared Time,Clear User ID,Clear System ID,Path Name,Clear Type,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Major,Equipment Alarm,3G_DPO024M_QNI(110),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Board communication link interrupted(198097060),The link between this board and master main control board is faulty.,2023-07-03 12:31:52,"",ME(MO SDR),U RNCId: 3351; MCU link; Downlink break; U nodeBId:110,Unacknowledged,"","","","","","","",UMTS,42382,1662661131652,10.248.195.171,"","MO_OMCB_RNC_3351Z_QNI,Subnet(MO SDR)(3351)",MO_OMCB_RNC_3351Z_QNI,Platform Alarm,"",12:23:56,2023-07-04 00:55:48,"","","",Restoration upon correlation rule,110,3G_DPO024M_QNI,SDR,110,3G_DPO024M_QNI,SA,"product:public,wcdma",uid=110#uuserlabel=NodeBO_Pho-Nhon_QNI#ufid=110,Board communication link interrupted,""
Major,Equipment Alarm,GU_PLC024M_HUE(285),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-03 22:30:06,"",ME(MO SDR),"G BSCId: 356; U RNCId: 3010; Control voltage abnormal; Board serial number: 254437700678; U nodeBId:285,G siteId:159",Unacknowledged,"","","","","","","","UMTS,GSM",10915,1662661134738,10.248.182.205,"","OMCB_RNC_3355Z_DNG,RNC_3355Z_HUE(3355)",OMCB_RNC_3355Z_DNG,Platform Alarm,"",02:27:05,2023-07-04 00:57:11,"","","",Restoration upon Anti-shake,285,GU_PLC024M_HUE,SDR,285,GU_PLC024M_HUE,CC,"product:public,wcdma,gv3",uid=285#uuserlabel=#ufid=285#gid=159#guserlabel=#gfid=159,Lost of synchronization,""
Major,Equipment Alarm,GU_DXN019M_QNM(32),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 00:33:34,"",ME(MO SDR),"G BSCId: 352; U RNCId: 3352; Control voltage abnormal; Board serial number: 254437700281; U nodeBId:32,G siteId:32",Unacknowledged,"","","","","","","","UMTS,GSM",31029,1662661135150,10.248.190.178,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"",00:22:04,2023-07-04 00:55:38,"","","",Restoration upon Anti-shake,32,GU_DXN019M_QNM,SDR,32,GU_DXN019M_QNM,CC,"product:public,wcdma,gv3",uid=32#uuserlabel=GU_DXN019M_QNM#ufid=32#gid=32#guserlabel=#gfid=32,Lost of synchronization,""
Major,Equipment Alarm,GU_DXN028M_QNM(132),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 00:33:44,"",ME(MO SDR),"U RNCId: 3352; Control voltage abnormal; Board serial number: 254314600760; U nodeBId:132,G siteId:232",Unacknowledged,"","","","","","","","UMTS,GSM",27138,1662661135151,10.248.190.180,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"",00:22:10,2023-07-04 00:55:54,"","","",Restoration upon Anti-shake,132,GU_DXN028M_QNM,SDR,132,GU_DXN028M_QNM,CC,"product:public,wcdma,gv3",uid=132#uuserlabel=GU_DXN028M_QNM#ufid=132#gid=232#guserlabel=#gfid=232,Lost of synchronization,""
Major,Equipment Alarm,3G_HNN074M_BDH(469),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 00:33:51,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254178300966; U nodeBId:469,Unacknowledged,"","","","","","","",UMTS,13746,1662661135152,10.248.200.77,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"",00:22:04,2023-07-04 00:55:55,"","","",Restoration upon Anti-shake,469,3G_HNN074M_BDH,SDR,469,3G_HNN074M_BDH,CC,"product:public,wcdma",uid=469#uuserlabel=#ufid=469,Lost of synchronization,""
Major,Equipment Alarm,GU_PCT034M_BDH(303),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 00:35:33,"",ME(MO SDR),"G BSCId: 350; U RNCId: 3350; Control voltage abnormal; Board serial number: 254437701034; U nodeBId:303,G siteId:197",Unacknowledged,"","","","","","","","UMTS,GSM",204,1662661135157,10.248.198.139,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"",00:22:12,2023-07-04 00:57:45,"","","",Restoration upon Anti-shake,303,GU_PCT034M_BDH,SDR,303,GU_PCT034M_BDH,CC,"product:public,wcdma,gv3",uid=303#uuserlabel=#ufid=303#gid=197#guserlabel=#gfid=197,Lost of synchronization,""
Minor,Equipment Alarm,3G_PLC015M_HUE(182),"Equipment=1,Rack(MO SDR)=51,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lightning protection device alarm(198092049),"1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The lightning protection device is faulty due to the lightning damage, poor contact or aging. 4. The environmental monitoring unit is faulty.",2023-07-04 00:53:29,"",ME(MO SDR),"U RNCId: 3010; Dry contact ID: 0; Board serial number: 219997730830; U nodeBId:182; Topology: Optical board=(1,1,3), Optical board port=0, Optical board port type is SFP, Fault board rack=51, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,272,1662661135187,10.248.184.53,"","OMCB_RNC_3355Z_DNG,RNC_3355Z_HUE(3355)",OMCB_RNC_3355Z_DNG,Platform Alarm,"",00:04:38,2023-07-04 00:58:07,"","","",Restoration upon Anti-shake,182,3G_PLC015M_HUE,RU,51,"",RTR-U216,"product:public,wcdma",uid=182#uuserlabel=#ufid=182#,Lightning protection device alarm,""
Major,Processing Error Alarm,3G_TSN037M_BDH(477),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",The board is being initialized(198092348),1. The board resetting command is executed. 2. The board is powered on. 3. The board automatically resets due to software error.,2023-07-04 00:53:39,"",ME(MO SDR),U RNCId: 3350; Board serial number: 246916800879; U nodeBId:477,Unacknowledged,"","","","","","","",UMTS,37547,1662661135188,10.248.200.104,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"",00:00:17,2023-07-04 00:53:56,"","","",Normal,477,3G_TSN037M_BDH,SDR,477,3G_TSN037M_BDH,SA,"product:public,wcdma",uid=477#uuserlabel=#ufid=477,The board is being initialized,""
Major,Communications Alarm,RNC_3005Z_QTI(3005),"EQRNCID=3005,RACKNO=2,SHELFNO=2,SLOTNO=4,CPUNO=1",3G_CCO001M_QTI(125),"",Association path broken(198066026),1. SCTP link is broken  2. Control plane path in NE is interrupted. 3. Opposite equipment is faulty. 4. The route to remote address is lost.,2023-07-04 00:54:16,"",ME(UMTS),Association local IP address:(IPV4:10.207.17.1; VPN ID:0); Association remote IP address:(IP Type:IPV4; VPN ID:0; IP Address:10.248.84.118; ); Association ID:225; Primary path flag:1; Next hop of path1:10.207.17.82/113.171.60.77/timeout; Next hop of path2:10.207.17.86/113.171.60.61/timeout; Next hop of path3:10.207.17.66/113.171.60.77/timeout; Next hop of path4:10.207.17.70/113.171.60.61/timeout,Unacknowledged,"","","","","","","",UMTS,13553,1662661135190,10.9.5.129,"","OMCR_RNC_3005Z_QTI,3005Z_QTI(3005)",OMCR_RNC_3005Z_QTI,Controller Public Alarm(V3),"",00:00:01,2023-07-04 00:54:17,"","","",Normal,125,3G_CCO001M_QTI,Association,225,3G_CCO001M_QTI$225:NBAP:225,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3005Z_QTI#RAISETIME=2023-07-04 00:54:16,Association path broken,1. SCTP link is broken  2. Control plane path in NE is interrupted. 3. Opposite equipment is faulty. 4. The route to remote address is lost.
Major,Communications Alarm,RNC_3005Z_QTI(3005),"EQRNCID=3005,RACKNO=2,SHELFNO=2,SLOTNO=4,CPUNO=1",3G_CCO001M_QTI(125),"",Association link broken(198066019),1. The association is released in dynamic data management. 2. Association configuration is modified at local end. 3. Association is released at opposite end. 4. Bottom layer link is faulty.,2023-07-04 00:54:16,"",ME(UMTS),Association ID:225; Home module:10; Alarm reason:All paths are inactive.; User type:NBAP; Office ID:0,Unacknowledged,"","","","","","","",UMTS,13554,1662661135191,10.9.5.129,"","OMCR_RNC_3005Z_QTI,3005Z_QTI(3005)",OMCR_RNC_3005Z_QTI,Controller Public Alarm(V3),"",00:00:18,2023-07-04 00:54:34,"","","",Normal,125,3G_CCO001M_QTI,Association,225,3G_CCO001M_QTI$225:NBAP:225,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3005Z_QTI#RAISETIME=2023-07-04 00:54:16,Association link broken,1. The association is released in dynamic data management. 2. Association configuration is modified at local end. 3. Association is released at opposite end. 4. Bottom layer link is faulty.
