Active Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Path Name,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Minor,Equipment Alarm,UL-QNN085M-BDH(420150),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 10:53:35,"",ME(MO SDR),"U RNCId: 3009; Dry contact ID: 0; Board serial number: 717861000967; U nodeBId:335,L eNBId:420150",Unacknowledged,"","","","","","","","UMTS,LTE FDD",67,1662661137994,10.225.159.3,"","MO SDR_OMMB2_VNPT,BDH(42000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",420150,UL-QNN085M-BDH,SDR,420150,UL-QNN085M-BDH,SA,"product:public,wcdma,ltefdd",uid=335#uuserlabel=#ufid=335#fddid=420150#fdduserlabel=4G-QNN085M-BDH#fddfid=420150,Mains Failure Alarm,""
Critical,Equipment Alarm,UL-QNN085M-BDH(420150),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Rectifier Failure Alarm(198092551),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 10:53:44,"",ME(MO SDR),"U RNCId: 3009; Dry contact ID: 1; Board serial number: 717861000967; U nodeBId:335,L eNBId:420150",Unacknowledged,"","","","","","","","UMTS,LTE FDD",68,1662661137996,10.225.159.3,"","MO SDR_OMMB2_VNPT,BDH(42000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",420150,UL-QNN085M-BDH,SDR,420150,UL-QNN085M-BDH,SA,"product:public,wcdma,ltefdd",uid=335#uuserlabel=#ufid=335#fddid=420150#fdduserlabel=4G-QNN085M-BDH#fddfid=420150,Rectifier Failure Alarm,""
Major,Equipment Alarm,3G_SHH011M_PYN(101),"Equipment=1,Rack(MO SDR)=62,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Remote antenna higher-level VSWR alarm(198093887),1. The antenna failure 2. The board failure.,2023-07-04 10:52:46,"",ME(MO SDR),"U RNCId: 3002; Launch port ID: 1; Board serial number: 219997713347; U nodeBId:101; Topology: Optical board=(1,1,3), Optical board port=4, Optical board port type is SFP, Fault board rack=62, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,280,1662661137997,10.248.201.134,"","OMCB_RNC_3007Z_PYN,Subnet(MO SDR)(3007)",OMCB_RNC_3007Z_PYN,UMTS Basestation Alarm,"","",101,3G_SHH011M_PYN,RU,62,Rack,RTR-U216,"product:wcdma,wcdma",uid=101#uuserlabel=NodeBO_Duc-Binh-Tay_PYN#ufid=101,Remote antenna higher-level VSWR alarm,""
Major,Equipment Alarm,3G_SHH011M_PYN(101),"Equipment=1,Rack(MO SDR)=62,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Disable PA(198098440),1. The PA is disabled manually. 2. The PA is closed when the Remote antenna over VSWR alarm is reported. 3. The PA is disabled due to an internal fault. 4. Temperature abnormal. 5. Optical port receiving link failure.,2023-07-04 10:52:48,"",ME(MO SDR),"U RNCId: 3002; PA-ANT1; Board serial number: 219997713347; U nodeBId:101; Topology: Optical board=(1,1,3), Optical board port=4, Optical board port type is SFP, Fault board rack=62, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,281,1662661137999,10.248.201.134,"","OMCB_RNC_3007Z_PYN,Subnet(MO SDR)(3007)",OMCB_RNC_3007Z_PYN,Platform Alarm,"","",101,3G_SHH011M_PYN,RU,62,Rack,RTR-U216,"product:public,wcdma",uid=101#uuserlabel=NodeBO_Duc-Binh-Tay_PYN#ufid=101,Disable PA,""
Critical,Processing Error Alarm,RNC_3002Z_PYN(3002),"EQRNCID=3002,RACKNO=2,SHELFNO=2,SLOTNO=3,CPUNO=2",3G_SHH011M_PYN(101),"",Cell is out of service(198083022),The cell CGID reported by the Node B after audit is zero.,2023-07-04 10:54:12,"",ME(UMTS),NodeB ID:101; Cell ID:21018; Alarm sub code:8; Cell support MBMS or not:Cell does not support MBMS; Slave No.:5; User plane resource Unit ID:20; the Module No. of the board:1; Unit No. of the board:7; Processor No. of the board:1; Subsystem No. of the board:1,Unacknowledged,"","","","","","","",UMTS,35005,1662661138000,10.9.2.129,"","OMCR_RNC_3002Z_PYN,3002Z_PYN(3002)",OMCR_RNC_3002Z_PYN,UMTS Controller Alarm(V3),"","",101,3G_SHH011M_PYN,CELL,21018,3G_SHH011R12_PYN,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3002Z_PYN#RAISETIME=2023-07-04 10:54:12,Cell is out of service,The cell CGID reported by the Node B after audit is zero.
Major,Equipment Alarm,3G_GLH033W_QTI(1),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 10:54:24,"",ME(MO SDR),U RNCId: 3354; Control voltage abnormal; Board serial number: 254437700159; U nodeBId:1,Unacknowledged,"","","","","","","",UMTS,31563,1662661138001,10.248.179.178,"","MO_OMCB_RNC_3354Z_QTI,Subnet(MO SDR)(3354)",MO_OMCB_RNC_3354Z_QTI,Platform Alarm,"","",1,3G_GLH033W_QTI,SDR,1,3G_GLH033W_QTI,CC,"product:public,wcdma",uid=1#uuserlabel=#ufid=1,Lost of synchronization,""
Critical,Equipment Alarm,GU_NTM006M_QNM(183),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Rectifier Failure Alarm(198092551),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 10:54:27,"",ME(MO SDR),"G BSCId: 353; U RNCId: 3353; Dry contact ID: 5; Board serial number: 249862800977; U nodeBId:183,G siteId:183",Unacknowledged,"","","","","","","","UMTS,GSM",4674,1662661138002,10.248.192.146,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"","",183,GU_NTM006M_QNM,SDR,183,GU_NTM006M_QNM,SA,"product:public,wcdma,gv3",uid=183#uuserlabel=#ufid=183#gid=183#guserlabel=#gfid=183,ILP Sector 1 Surge Protection Alarm,""
Major,Processing Error Alarm,3G_TSN037M_BDH(477),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",The board is being initialized(198092348),1. The board resetting command is executed. 2. The board is powered on. 3. The board automatically resets due to software error.,2023-07-04 10:54:33,"",ME(MO SDR),U RNCId: 3350; Board serial number: 246916800879; U nodeBId:477,Unacknowledged,"","","","","","","",UMTS,37653,1662661138003,10.248.200.104,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",477,3G_TSN037M_BDH,SDR,477,3G_TSN037M_BDH,SA,"product:public,wcdma",uid=477#uuserlabel=#ufid=477,The board is being initialized,""
Major,Equipment Alarm,3G_HNN074M_BDH(469),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 10:54:36,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254178300966; U nodeBId:469,Unacknowledged,"","","","","","","",UMTS,13798,1662661138004,10.248.200.77,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",469,3G_HNN074M_BDH,SDR,469,3G_HNN074M_BDH,CC,"product:public,wcdma",uid=469#uuserlabel=#ufid=469,Lost of synchronization,""
Minor,Equipment Alarm,GU_SHH028M_PYN(292),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 10:53:24,"",ME(MO SDR),"G BSCId: 351; U RNCId: 3002; Dry contact ID: 4; Board serial number: 246916800227; U nodeBId:292,G siteId:292",Unacknowledged,"","","","","","","","UMTS,GSM",22051,1662661138005,10.248.201.142,"","OMCB_RNC_3007Z_PYN,Subnet(MO SDR)(3007)",OMCB_RNC_3007Z_PYN,Platform Alarm,"","",292,GU_SHH028M_PYN,SDR,292,GU_SHH028M_PYN,SA,"product:public,wcdma,gv3",uid=292#uuserlabel=#ufid=292#gid=292#guserlabel=#gfid=292,User-defined dry contact alarm 1,""
