Active Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Path Name,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Major,Processing Error Alarm,3G_TSN037M_BDH(477),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",The board is being initialized(198092348),1. The board resetting command is executed. 2. The board is powered on. 3. The board automatically resets due to software error.,2023-07-04 05:04:16,"",ME(MO SDR),U RNCId: 3350; Board serial number: 246916800879; U nodeBId:477,Unacknowledged,"","","","","","","",UMTS,37595,1662661135790,10.248.200.104,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",477,3G_TSN037M_BDH,SDR,477,3G_TSN037M_BDH,SA,"product:public,wcdma",uid=477#uuserlabel=#ufid=477,The board is being initialized,""
Major,Equipment Alarm,3G_TSN033M_BDH(434),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 05:04:19,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254437701286; U nodeBId:434,Unacknowledged,"","","","","","","",UMTS,17037,1662661135791,10.248.198.238,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",434,3G_TSN033M_BDH,SDR,434,3G_TSN033M_BDH,CC,"product:public,wcdma",uid=434#uuserlabel=#ufid=434,Lost of synchronization,""
Major,Processing Error Alarm,GU_BTH055M_QBH(365),"Equipment=1,Rack(MO SDR)=1","","",Baseband unit is being initialized(198097050),"1. A user executes a dynamic command, which results in the reset of the main control board. 2. The base station is being upgraded. 3. A software error occurs, which results in the reset of the main control board. 4. The base station is power-off reset.",2023-07-04 05:04:01,"",ME(MO SDR),"G BSCId: 355; U RNCId: 3022; Power off reset; U nodeBId:365,G siteId:296",Unacknowledged,"","","","","","","","UMTS,GSM",1,1662661135795,10.248.178.246,"","OMCB_RNC_3022Z_QBH,RNC3022_QBH(3022)",OMCB_RNC_3022Z_QBH,Platform Alarm,"","",365,GU_BTH055M_QBH,SDR,365,GU_BTH055M_QBH,"","product:public,wcdma,gv3",uid=365#uuserlabel=#ufid=365#gid=296#guserlabel=#gfid=296,Baseband unit is being initialized,""
Critical,Processing Error Alarm,RNC_3022Z_QBH(3022),"EQRNCID=1,RACKNO=1,SHELFNO=2,SLOTNO=13,CPUNO=1",GU_BTH055M_QBH(365),"",Cell is out of service(199083022),The Node B responds with a cell establishment failure message.,2023-07-04 05:04:45,"",Controller ManagedElement(V4)/H(e)NB GW,"Alarm Object:CELL;  NodeB ID:365;  Cell ID:3652;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:47;  the Module No. of the board:1;  Unit No. of the board:11;  Processor No. of the board:1;  Subsystem No. of the board:2;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/54/52; Logic Position:System No.:0,Module No.:12,Index:0;",Unacknowledged,"","","","","","","",UMTS,63165,1662661135798,129.0.1.1,"","OMCR_RNC_3022Z_QBH,3022Z_QBH(3022)",OMCR_RNC_3022Z_QBH,UMTS Controller Alarm(V4),"","",365,GU_BTH055M_QBH,CELL,3652,3G_BTH055M12_QBH,CDR,"product:wcdma,wcdma",CRC=4053261317/0/0/0#MO=401#OTYPE=UIubLink#NENAME=RNC_3022Z_QBH#RAISETIME=2023-07-04 05:04:45,Cell is out of service,The Node B responds with a cell establishment failure message.
Critical,Processing Error Alarm,RNC_3022Z_QBH(3022),"EQRNCID=1,RACKNO=1,SHELFNO=2,SLOTNO=13,CPUNO=1",GU_BTH055M_QBH(365),"",Cell is out of service(199083022),The Node B responds with a cell establishment failure message.,2023-07-04 05:04:45,"",Controller ManagedElement(V4)/H(e)NB GW,"Alarm Object:CELL;  NodeB ID:365;  Cell ID:3653;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:40;  the Module No. of the board:1;  Unit No. of the board:11;  Processor No. of the board:1;  Subsystem No. of the board:2;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/54/52; Logic Position:System No.:0,Module No.:12,Index:0;",Unacknowledged,"","","","","","","",UMTS,63166,1662661135799,129.0.1.1,"","OMCR_RNC_3022Z_QBH,3022Z_QBH(3022)",OMCR_RNC_3022Z_QBH,UMTS Controller Alarm(V4),"","",365,GU_BTH055M_QBH,CELL,3653,3G_BTH055M13_QBH,CDR,"product:wcdma,wcdma",CRC=3901549892/0/0/0#MO=401#OTYPE=UIubLink#NENAME=RNC_3022Z_QBH#RAISETIME=2023-07-04 05:04:45,Cell is out of service,The Node B responds with a cell establishment failure message.
Critical,Processing Error Alarm,RNC_3022Z_QBH(3022),"EQRNCID=1,RACKNO=1,SHELFNO=2,SLOTNO=13,CPUNO=1",GU_BTH055M_QBH(365),"",Cell is out of service(199083022),The Node B responds with a cell establishment failure message.,2023-07-04 05:04:45,"",Controller ManagedElement(V4)/H(e)NB GW,"Alarm Object:CELL;  NodeB ID:365;  Cell ID:3655;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:77;  the Module No. of the board:1;  Unit No. of the board:11;  Processor No. of the board:1;  Subsystem No. of the board:2;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/54/52; Logic Position:System No.:0,Module No.:12,Index:0;",Unacknowledged,"","","","","","","",UMTS,63168,1662661135801,129.0.1.1,"","OMCR_RNC_3022Z_QBH,3022Z_QBH(3022)",OMCR_RNC_3022Z_QBH,UMTS Controller Alarm(V4),"","",365,GU_BTH055M_QBH,CELL,3655,3G_BTH055M22_QBH,CDR,"product:wcdma,wcdma",CRC=3669659590/0/0/0#MO=401#OTYPE=UIubLink#NENAME=RNC_3022Z_QBH#RAISETIME=2023-07-04 05:04:45,Cell is out of service,The Node B responds with a cell establishment failure message.
Critical,Processing Error Alarm,RNC_3022Z_QBH(3022),"EQRNCID=1,RACKNO=1,SHELFNO=2,SLOTNO=13,CPUNO=1",GU_BTH055M_QBH(365),"",Cell is out of service(199083022),The Node B responds with a cell establishment failure message.,2023-07-04 05:04:45,"",Controller ManagedElement(V4)/H(e)NB GW,"Alarm Object:CELL;  NodeB ID:365;  Cell ID:3656;  Alarm sub code:18;  Cell support MBMS or not:Cell does not support MBMS;  Slave No.:1;  User plane resource Unit ID:81;  the Module No. of the board:1;  Unit No. of the board:11;  Processor No. of the board:1;  Subsystem No. of the board:2;  Iub protocol error cause type:4;  Iub protocol error cause code:4;  Reserved:48/48/56/54/52; Logic Position:System No.:0,Module No.:12,Index:0;",Unacknowledged,"","","","","","","",UMTS,63169,1662661135802,129.0.1.1,"","OMCR_RNC_3022Z_QBH,3022Z_QBH(3022)",OMCR_RNC_3022Z_QBH,UMTS Controller Alarm(V4),"","",365,GU_BTH055M_QBH,CELL,3656,3G_BTH055M23_QBH,CDR,"product:wcdma,wcdma",CRC=1562546953/0/0/0#MO=401#OTYPE=UIubLink#NENAME=RNC_3022Z_QBH#RAISETIME=2023-07-04 05:04:45,Cell is out of service,The Node B responds with a cell establishment failure message.
Major,Equipment Alarm,GU_TKY040M_QNM(294),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 05:05:20,"",ME(MO SDR),"G BSCId: 353; U RNCId: 3353; Control voltage abnormal; Board serial number: 254399200439; U nodeBId:294,G siteId:133",Unacknowledged,"","","","","","","","UMTS,GSM",1839,1662661135807,10.248.190.10,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"","",294,GU_TKY040M_QNM,SDR,294,GU_TKY040M_QNM,CC,"product:public,wcdma,gv3",uid=294#uuserlabel=#ufid=294#gid=133#guserlabel=#gfid=133,Lost of synchronization,""
Minor,Equipment Alarm,4G-BSN049M-QNI(520134),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 05:05:41,"",ME(MO SDR),"G BSCId: 351; U RNCId: 3003; Dry contact ID: 0; Board serial number: 717861000795; U nodeBId:285,G siteId:133,L eNBId:520134",Unacknowledged,"","","","","","","","UMTS,GSM,LTE FDD",31,1662661135809,10.225.115.77,"","MO SDR_OMMB1_VNPT,QNI(52000)",MO SDR_OMMB1_VNPT,Platform Alarm,"","",520134,4G-BSN049M-QNI,SDR,520134,4G-BSN049M-QNI,SA,"product:public,wcdma,gv3,ltefdd",uid=285#uuserlabel=#ufid=285#gid=133#guserlabel=#gfid=133#fddid=520134#fdduserlabel=4G-BSN049M-QNI#fddfid=520134,Mains Failure Alarm,""
Major,Equipment Alarm,3G_PMY057M_BDH(476),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 05:05:41,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254233600867; U nodeBId:476,Unacknowledged,"","","","","","","",UMTS,8220,1662661135810,10.248.200.210,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",476,3G_PMY057M_BDH,SDR,476,3G_PMY057M_BDH,CC,"product:public,wcdma",uid=476#uuserlabel=#ufid=476,Lost of synchronization,""
