Active Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Path Name,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Major,Equipment Alarm,3G_HNN074M_BDH(469),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 07:28:41,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254178300966; U nodeBId:469,Unacknowledged,"","","","","","","",UMTS,13780,1662661136505,10.248.200.77,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",469,3G_HNN074M_BDH,SDR,469,3G_HNN074M_BDH,CC,"product:public,wcdma",uid=469#uuserlabel=#ufid=469,Lost of synchronization,""
Minor,Equipment Alarm,4G-HUE093M-HUE(460274),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 07:29:01,"",ME(MO SDR),"Dry contact ID: 0; Board serial number: 724397501363; L eNBId:460274,N eNBId:460274",Unacknowledged,"","","","","","","","LTE FDD,NB-IoT",94,1662661136509,10.225.89.50,"","MO SDR_OMMB3_VNPT,HUE(46000)",MO SDR_OMMB3_VNPT,Platform Alarm,"","",460274,4G-HUE093M-HUE,SDR,460274,4G-HUE093M-HUE,SA,"product:public,ltefdd,NB-IoT",fddid=460274#fdduserlabel=4G-HUE093M-HUE#fddfid=460274#nid=460274#nuserlabel=4G-HUE093M-HUE#nfid=460274,User-defined dry contact alarm 1,""
Critical,Equipment Alarm,4G-HUE093M-HUE(460274),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Rectifier Failure Alarm(198092551),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 07:29:04,"",ME(MO SDR),"Dry contact ID: 1; Board serial number: 724397501363; L eNBId:460274,N eNBId:460274",Unacknowledged,"","","","","","","","LTE FDD,NB-IoT",95,1662661136510,10.225.89.50,"","MO SDR_OMMB3_VNPT,HUE(46000)",MO SDR_OMMB3_VNPT,Platform Alarm,"","",460274,4G-HUE093M-HUE,SDR,460274,4G-HUE093M-HUE,SA,"product:public,ltefdd,NB-IoT",fddid=460274#fdduserlabel=4G-HUE093M-HUE#fddfid=460274#nid=460274#nuserlabel=4G-HUE093M-HUE#nfid=460274,User-defined dry contact alarm 2,""
Major,Equipment Alarm,3G_PMY052M_BDH(425),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 07:29:40,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254437700025; U nodeBId:425,Unacknowledged,"","","","","","","",UMTS,34206,1662661136511,10.248.199.152,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",425,3G_PMY052M_BDH,SDR,425,3G_PMY052M_BDH,CC,"product:public,wcdma",uid=425#uuserlabel=#ufid=425#,Lost of synchronization,""
Major,Equipment Alarm,GU_QSN011M_QNM(100),"Equipment=1,Rack(MO SDR)=55,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Remote antenna higher-level VSWR alarm(198093887),1. The antenna failure 2. The board failure.,2023-07-04 07:29:43,"",ME(MO SDR),"U RNCId: 3352; Launch port ID: 1; Board serial number: 219997634382; U nodeBId:100; Topology: Optical board=(1,1,4), Optical board port=4, Optical board port type is SFP, Fault board rack=55, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,222,1662661136512,10.248.192.213,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,UMTS Basestation Alarm,"","",100,GU_QSN011M_QNM,RU,55,"",RTR-U216,"product:wcdma,wcdma",uid=100#uuserlabel=GU_QSN011M_QNM#ufid=100#gid=100#guserlabel=#gfid=100,Remote antenna higher-level VSWR alarm,""
Major,Equipment Alarm,GU_QSN011M_QNM(100),"Equipment=1,Rack(MO SDR)=55,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Disable PA(198098440),1. The PA is disabled manually. 2. The PA is closed when the Remote antenna over VSWR alarm is reported. 3. The PA is disabled due to an internal fault. 4. Temperature abnormal. 5. Optical port receiving link failure.,2023-07-04 07:29:45,"",ME(MO SDR),"U RNCId: 3352; PA-ANT1; Board serial number: 219997634382; U nodeBId:100; Topology: Optical board=(1,1,4), Optical board port=4, Optical board port type is SFP, Fault board rack=55, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,223,1662661136513,10.248.192.213,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"","",100,GU_QSN011M_QNM,RU,55,"",RTR-U216,"product:public,wcdma",uid=100#uuserlabel=GU_QSN011M_QNM#ufid=100#gid=100#guserlabel=#gfid=100,Disable PA,""
Critical,Processing Error Alarm,RNC_3352Z_QNM(3352),"EQRNCID=3352,RACKNO=1,SHELFNO=3,SLOTNO=14,CPUNO=1",GU_QSN011M_QNM(100),"",Cell is out of service(198083022),The cell CGID reported by the Node B after audit is zero.,2023-07-04 07:29:45,"",ME(UMTS),NodeB ID:100; Cell ID:21005; Alarm sub code:8; Cell support MBMS or not:Cell does not support MBMS; Slave No.:9; the Module No. of the board:1; Unit No. of the board:16; Processor No. of the board:1; Subsystem No. of the board:1,Unacknowledged,"","","","","","","",UMTS,30868,1662661136514,10.9.52.129,"","OMCR_RNC_3352Z_QNM,SUBNET(UMTS)(3352)",OMCR_RNC_3352Z_QNM,UMTS Controller Alarm(V3),"","",100,GU_QSN011M_QNM,CELL,21005,3G_QSN011R22_QNM,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3352Z_QNM#RAISETIME=2023-07-04 07:29:45,Cell is out of service,The cell CGID reported by the Node B after audit is zero.
Critical,Processing Error Alarm,RNC_3352Z_QNM(3352),"EQRNCID=3352,RACKNO=1,SHELFNO=3,SLOTNO=14,CPUNO=1",GU_QSN011M_QNM(100),"",Cell is out of service(198083022),The cell CGID reported by the Node B after audit is zero.,2023-07-04 07:29:45,"",ME(UMTS),NodeB ID:100; Cell ID:21002; Alarm sub code:8; Cell support MBMS or not:Cell does not support MBMS; Slave No.:8; User plane resource Unit ID:5; the Module No. of the board:1; Unit No. of the board:15; Processor No. of the board:1; Subsystem No. of the board:1,Unacknowledged,"","","","","","","",UMTS,30869,1662661136515,10.9.52.129,"","OMCR_RNC_3352Z_QNM,SUBNET(UMTS)(3352)",OMCR_RNC_3352Z_QNM,UMTS Controller Alarm(V3),"","",100,GU_QSN011M_QNM,CELL,21002,3G_QSN011R12_QNM,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3352Z_QNM#RAISETIME=2023-07-04 07:29:45,Cell is out of service,The cell CGID reported by the Node B after audit is zero.
Minor,Equipment Alarm,GU_NTH040M_QNM(254),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Door Open(198092560),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 07:29:50,"",ME(MO SDR),"G BSCId: 353; U RNCId: 3353; Dry contact ID: 3; Board serial number: 254488700595; U nodeBId:254,G siteId:254",Unacknowledged,"","","","","","","","UMTS,GSM",5,1662661136516,10.248.190.123,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"","",254,GU_NTH040M_QNM,SDR,254,GU_NTH040M_QNM,SA,"product:public,wcdma,gv3",uid=254#uuserlabel=#ufid=254#gid=254#guserlabel=#gfid=254,Intruder,""
Major,Equipment Alarm,SR-BDN014W-QBH(500443),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=3","","",Inter-board data link abnormal(198098314),The inter-board link is broken.,2023-07-04 07:30:26,"",ME(MO SDR),"G BSCId: 355; U RNCId: 3022; TDM corresponding board slot 5; Board serial number: 254437200512; U nodeBId:484,G siteId:304",Unacknowledged,"","","","","","","","UMTS,GSM",2918,1662661136517,10.225.165.118,"","MO SDR_OMMB3_VNPT,QBH(50000)",MO SDR_OMMB3_VNPT,Platform Alarm,"","",500443,SR-BDN014W-QBH,SDR,500443,SR-BDN014W-QBH,FS,"product:public,wcdma,gv3",uid=484#uuserlabel=#ufid=484#gid=304#guserlabel=#gfid=304#fddid=500443#fdduserlabel=SR-BDN014W-QBH#fddfid=500443#,Inter-board data link abnormal,""
