Active Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Path Name,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Major,Equipment Alarm,3G_VLH035M_QTI(209),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 05:19:31,"",ME(MO SDR),U RNCId: 3354; Control voltage abnormal; Board serial number: 249894500078; U nodeBId:209,Unacknowledged,"","","","","","","",UMTS,30829,1662661135857,10.248.179.195,"","MO_OMCB_RNC_3354Z_QTI,Subnet(MO SDR)(3354)",MO_OMCB_RNC_3354Z_QTI,Platform Alarm,"","",209,3G_VLH035M_QTI,SDR,209,3G_VLH035M_QTI,CC,"product:public,wcdma",uid=209#uuserlabel=#ufid=209,Lost of synchronization,""
Major,Equipment Alarm,3G_QSN033M_QNM(437),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 05:20:33,"",ME(MO SDR),U RNCId: 3352; Control voltage abnormal; Board serial number: 254399201155; U nodeBId:437,Unacknowledged,"","","","","","","",UMTS,18149,1662661135859,10.248.193.53,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"","",437,3G_QSN033M_QNM,SDR,437,3G_QSN033M_QNM,CC,"product:public,wcdma",uid=437#uuserlabel=3G_QSN033M_QNM#ufid=437#,Lost of synchronization,""
Major,Equipment Alarm,3G_STH029M_QNI(400),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 05:20:40,"",ME(MO SDR),U RNCId: 3003; Control voltage abnormal; Board serial number: 254437701180; U nodeBId:400,Unacknowledged,"","","","","","","",UMTS,29080,1662661135860,10.248.196.232,"","MO_OMCB_RNC_3003Z_QNI,Subnet(MO SDR)(3003)",MO_OMCB_RNC_3003Z_QNI,Platform Alarm,"","",400,3G_STH029M_QNI,SDR,400,3G_STH029M_QNI,CC,"product:public,wcdma",uid=400#uuserlabel=#ufid=400#,Lost of synchronization,""
Major,Equipment Alarm,GU_PMY033M_BDH(324),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 05:20:50,"",ME(MO SDR),"G BSCId: 350; U RNCId: 3350; Control voltage abnormal; Board serial number: 254437700030; U nodeBId:324,G siteId:139",Unacknowledged,"","","","","","","","UMTS,GSM",5716,1662661135861,10.248.199.140,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",324,GU_PMY033M_BDH,SDR,324,GU_PMY033M_BDH,CC,"product:public,wcdma,gv3",uid=324#uuserlabel=#ufid=324#gid=139#guserlabel=#gfid=139,Lost of synchronization,""
Major,Communications Alarm,RNC_3353Z_QNM(3353),"EQRNCID=3353,RACKNO=1,SHELFNO=3,SLOTNO=11,CPUNO=1",GU_BTM014M_QNM(241),"",Association link broken(198066019),1. The association is released in dynamic data management. 2. Association configuration is modified at local end. 3. Association is released at opposite end. 4. Bottom layer link is faulty.,2023-07-04 05:21:10,"",ME(UMTS),Association ID:341; Home module:10; Alarm reason:All paths are inactive.; User type:NBAP; Office ID:0,Unacknowledged,"","","","","","","",UMTS,50926,1662661135863,10.9.53.129,"","OMCR_RNC_3353Z_QNM,SUBNET(UMTS)(3353)",OMCR_RNC_3353Z_QNM,Controller Public Alarm(V3),"","",241,GU_BTM014M_QNM,Association,341,GU_BTM014M_QNM$341:NBAP:341,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3353Z_QNM#RAISETIME=2023-07-04 05:21:10,Association link broken,1. The association is released in dynamic data management. 2. Association configuration is modified at local end. 3. Association is released at opposite end. 4. Bottom layer link is faulty.
Minor,Equipment Alarm,3G_HNN053M_BDH(355),"Equipment=1,Rack(MO SDR)=52,Shelf(MO SDR)=1","","",FCE board not-configured alarm(198096408),"The FCE board is not configured in the network management system, but the FCE board is actually connected.",2023-07-04 05:21:14,"",ME(MO SDR),U RNCId: 3350; U nodeBId:355,Unacknowledged,"","","","","","","",UMTS,8115,1662661135865,10.248.199.38,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",355,3G_HNN053M_BDH,RU,52,RRU,"","product:public,wcdma",uid=355#uuserlabel=#ufid=355#,FCE board not-configured alarm,""
Critical,Processing Error Alarm,RNC_3353Z_QNM(3353),"EQRNCID=3353,RACKNO=1,SHELFNO=3,SLOTNO=11,CPUNO=1",GU_BTM014M_QNM(241),"",NodeB is out of service(198083023),NCP link failure,2023-07-04 05:21:20,"",ME(UMTS),NodeB ID:241; Alarm sub code:2; Iub Transport bearer type:IP V4 Bearer Type; Link Number:1; Link ID list:341,Unacknowledged,"","","","","","","",UMTS,50927,1662661135871,10.9.53.129,"","OMCR_RNC_3353Z_QNM,SUBNET(UMTS)(3353)",OMCR_RNC_3353Z_QNM,UMTS Controller Alarm(V3),"","",241,GU_BTM014M_QNM,NODEB,241,GU_BTM014M_QNM,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3353Z_QNM#RAISETIME=2023-07-04 05:21:20,NodeB is out of service,NCP link failure
Critical,Communications Alarm,GU_BTM014M_QNM(241),"","","",Site Abis control link broken(198087337),"1. The configured site does not exist. 2. In case of an IP site, the IP-related configuration is incorrect. 3. In case of an E1 site, the Abis timeslot configuration is incorrect. 4. The Abis transmission is abnormal.",2023-07-04 05:21:25,"",BTS(GV3),Site ID:241,Unacknowledged,"","","","","","","",GSM,41374,1662661135872,"","","OMCR_BSC_353Z_QNM,BSC_353Z_QNM(353),BSC_353Z_QNM(353),BSC_353Z_QNM(353)",OMCR_BSC_353Z_QNM,GSM Controller Alarm(V3),"","",241,GU_BTM014M_QNM,SITE,241,GU_BTM014M_QNM,"","product:gv3,gv3",CRC=0#MO=301#OTYPE=GBtsSiteManager#NENAME=BSC_353Z_QNM#RAISETIME=2023-07-04 05:21:25,Site Abis control link broken,"1. The configured site does not exist. 2. In case of an IP site, the IP-related configuration is incorrect. 3. In case of an E1 site, the Abis timeslot configuration is incorrect. 4. The Abis trans..."
Minor,Equipment Alarm,4G-TKY049M-QNM(510329),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 05:21:57,"",ME(MO SDR),"Dry contact ID: 0; Board serial number: 724397500500; L eNBId:510329,N eNBId:510329",Unacknowledged,"","","","","","","","LTE FDD,NB-IoT",133,1662661135873,10.225.105.11,"","MO SDR_OMMB1_VNPT,QNM(51000)",MO SDR_OMMB1_VNPT,Platform Alarm,"","",510329,4G-TKY049M-QNM,SDR,510329,4G-TKY049M-QNM,SA,"product:public,ltefdd,NB-IoT",fddid=510329#fdduserlabel=4G-TKY049M-QNM#fddfid=510329#nid=510329#nuserlabel=4G-TKY049M-QNM#nfid=510329,Mains Failure Alarm,""
Minor,Communications Alarm,GU_BTM014M_QNM(241),"","","",Cell interruption alarm(198087342),1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters is incorrect.,2023-07-04 05:21:55,"",BTS(GV3),Site ID:241; Bts ID:1; Trx ID:255; Rack ID:255; Shelf ID:255; Panel ID:255,Unacknowledged,"","","","","","","",GSM,41375,1662661135874,"","","OMCR_BSC_353Z_QNM,BSC_353Z_QNM(353),BSC_353Z_QNM(353),BSC_353Z_QNM(353)",OMCR_BSC_353Z_QNM,GSM Controller Alarm(V3),"","",241,GU_BTM014M_QNM,CELL,1,2G_BTM014M11_QNM,"","product:gv3,gv3",CRC=0#MO=301#OTYPE=GBtsSiteManager#NENAME=BSC_353Z_QNM#RAISETIME=2023-07-04 05:21:55#CID=1#CNAME=2G_BTM014M11_QNM,Cell interruption alarm,1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters ...
