Active Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Path Name,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Critical,Equipment Alarm,GU_NTM006M_QNM(183),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Rectifier Failure Alarm(198092551),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 08:48:58,"",ME(MO SDR),"G BSCId: 353; U RNCId: 3353; Dry contact ID: 5; Board serial number: 249862800977; U nodeBId:183,G siteId:183",Unacknowledged,"","","","","","","","UMTS,GSM",4668,1662661136992,10.248.192.146,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"","",183,GU_NTM006M_QNM,SDR,183,GU_NTM006M_QNM,SA,"product:public,wcdma,gv3",uid=183#uuserlabel=#ufid=183#gid=183#guserlabel=#gfid=183,ILP Sector 1 Surge Protection Alarm,""
Minor,Equipment Alarm,UL-CLO031M-QTI(530428),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 08:49:20,"",ME(MO SDR),"U RNCId: 3005; Dry contact ID: 0; Board serial number: 708789401477; U nodeBId:447,L eNBId:530428",Unacknowledged,"","","","","","","","UMTS,LTE FDD",500,1662661136993,10.225.185.29,"","MO SDR_OMMB2_VNPT,QTI(53000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",530428,UL-CLO031M-QTI,SDR,530428,UL-CLO031M-QTI,SA,"product:public,wcdma,ltefdd",uid=447#uuserlabel=#ufid=447#fddid=530428#fdduserlabel=UL-CLO031M-QTI#fddfid=530428,Mains Failure Alarm,""
Major,Processing Error Alarm,4G-QNN086M-BDH(420151),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=8","","",Initialization failure(198092070),1. The board software version is not correct. 2. The board hardware is faulty.,2023-07-04 08:49:59,"",ME(MO SDR),"U RNCId: 3009; CPU=1; UMTS: Failed to upload SO software; Loading Step:Failed to load the software; Board serial number: 717855801720; U nodeBId:336,L eNBId:420151; L: Cell ID=(11,12,13)",Unacknowledged,"","","","","","","","UMTS,LTE FDD",34,1662661136995,10.225.159.4,"","MO SDR_OMMB2_VNPT,BDH(42000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",420151,4G-QNN086M-BDH,SDR,420151,4G-QNN086M-BDH,BPN2,"product:public,wcdma,ltefdd",uid=336#uuserlabel=#ufid=336#fddid=420151#fdduserlabel=4G-QNN086M-BDH#fddfid=420151,Initialization failure,""
Major,Processing Error Alarm,4G-DHA016M-PYN(490799),"Equipment=1,Rack(MO SDR)=1","","",Baseband unit is being initialized(198097050),"1. A user executes a dynamic command, which results in the reset of the main control board. 2. The base station is being upgraded. 3. A software error occurs, which results in the reset of the main control board. 4. The base station is power-off reset.",2023-07-04 08:49:32,"",ME(MO SDR),Power off reset; L eNBId:490799,Unacknowledged,"","","","","","","",LTE FDD,1,1662661136996,10.225.125.82,"","MO SDR_OMMB2_VNPT,PYN(49000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",490799,4G-DHA016M-PYN,SDR,490799,4G-DHA016M-PYN,"","product:public,ltefdd",fddid=490799#fdduserlabel=4G-DHA016M-PYN#fddfid=490799,Baseband unit is being initialized,""
Minor,Equipment Alarm,4G-SCU005W-PYN(490064),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Room Door Open Alarm(198092556),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 08:50:23,"",ME(MO SDR),Dry contact ID: 4; Board serial number: 710692001728; L eNBId:490064,Unacknowledged,"","","","","","","",LTE FDD,1114,1662661136998,10.225.123.134,"","MO SDR_OMMB2_VNPT,PYN(49000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",490064,4G-SCU005W-PYN,SDR,490064,4G-SCU005W-PYN,SA,"product:public,ltefdd",fddid=490064#fdduserlabel=4G-SCU005W-PYN#fddfid=490064,Room Door Open Alarm,""
Major,Equipment Alarm,GU_TPC020M_QNM(275),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 08:50:52,"",ME(MO SDR),"G BSCId: 350; U RNCId: 3353; Control voltage abnormal; Board serial number: 254437700192; U nodeBId:275,G siteId:275",Unacknowledged,"","","","","","","","UMTS,GSM",10237,1662661137007,10.248.192.250,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"","",275,GU_TPC020M_QNM,SDR,275,GU_TPC020M_QNM,CC,"product:public,wcdma,gv3",uid=275#uuserlabel=#ufid=275#gid=275#guserlabel=#gfid=275,Lost of synchronization,""
Minor,Equipment Alarm,4G-QNN086M-BDH(420151),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 08:51:15,"",ME(MO SDR),"U RNCId: 3009; Dry contact ID: 0; Board serial number: 717861000477; U nodeBId:336,L eNBId:420151",Unacknowledged,"","","","","","","","UMTS,LTE FDD",37,1662661137009,10.225.159.4,"","MO SDR_OMMB2_VNPT,BDH(42000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",420151,4G-QNN086M-BDH,SDR,420151,4G-QNN086M-BDH,SA,"product:public,wcdma,ltefdd",uid=336#uuserlabel=#ufid=336#fddid=420151#fdduserlabel=4G-QNN086M-BDH#fddfid=420151,Mains Failure Alarm,""
Major,Processing Error Alarm,4G-QNN086M-BDH(420151),"Equipment=1,Rack(MO SDR)=81,Shelf(MO SDR)=1,Board(MO SDR)=1","","",RRU software version is abnormal(198100275),Download failure: 1. The RRU software version file does not exist on the BBU. 2. Software version file download timeout. 3. The software version file is excessively large. Activation failure: 1. The RRU version file does not exist. 2. The RRU version file is damaged. 3. The software version is not compatible with the hardware version. 4. The activation fails. 5. RRU responding timeout. Loading failure and version rollback: 1. The RRU version file is damaged.  Download file does not exist/download timeout/download file is excessively large: 1. The RRU version file does not exist. 2. Software version file download timeout. 3. The software version file is excessively large.,2023-07-04 08:51:28,"",ME(MO SDR),"U RNCId: 3009; RRU report: RRU software download failure; Board serial number: 219997357444; U nodeBId:336; Topology: Optical board=(1,1,4), Optical board port=0, Optical board port type is SFP, Fault board rack=81, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,38,1662661137012,10.225.159.4,"","MO SDR_OMMB2_VNPT,BDH(42000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",420151,4G-QNN086M-BDH,RU,81,SubRack-1,RTR-U216,"product:public,wcdma",uid=336#uuserlabel=#ufid=336#fddid=420151#fdduserlabel=4G-QNN086M-BDH#fddfid=420151,RRU software version is abnormal,""
Major,Processing Error Alarm,4G-QNN086M-BDH(420151),"Equipment=1,Rack(MO SDR)=82,Shelf(MO SDR)=1,Board(MO SDR)=1","","",RRU software version is abnormal(198100275),Download failure: 1. The RRU software version file does not exist on the BBU. 2. Software version file download timeout. 3. The software version file is excessively large. Activation failure: 1. The RRU version file does not exist. 2. The RRU version file is damaged. 3. The software version is not compatible with the hardware version. 4. The activation fails. 5. RRU responding timeout. Loading failure and version rollback: 1. The RRU version file is damaged.  Download file does not exist/download timeout/download file is excessively large: 1. The RRU version file does not exist. 2. Software version file download timeout. 3. The software version file is excessively large.,2023-07-04 08:51:34,"",ME(MO SDR),"U RNCId: 3009; RRU report: RRU software download failure; Board serial number: 219997357155; U nodeBId:336; Topology: Optical board=(1,1,4), Optical board port=1, Optical board port type is SFP, Fault board rack=82, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,39,1662661137013,10.225.159.4,"","MO SDR_OMMB2_VNPT,BDH(42000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",420151,4G-QNN086M-BDH,RU,82,SubRack-1,RTR-U216,"product:public,wcdma",uid=336#uuserlabel=#ufid=336#fddid=420151#fdduserlabel=4G-QNN086M-BDH#fddfid=420151,RRU software version is abnormal,""
Major,Processing Error Alarm,4G-QNN086M-BDH(420151),"Equipment=1,Rack(MO SDR)=81,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The board is being initialized(198092348),1. The board resetting command is executed. 2. The board is powered on. 3. The board automatically resets due to software error.,2023-07-04 08:51:54,"",ME(MO SDR),"U RNCId: 3009; Board serial number: 219997357444; U nodeBId:336; Topology: Optical board=(1,1,4), Optical board port=0, Optical board port type is SFP, Fault board rack=81, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,40,1662661137014,10.225.159.4,"","MO SDR_OMMB2_VNPT,BDH(42000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",420151,4G-QNN086M-BDH,RU,81,SubRack-1,RTR-U216,"product:public,wcdma",uid=336#uuserlabel=#ufid=336#fddid=420151#fdduserlabel=4G-QNN086M-BDH#fddfid=420151,The board is being initialized,""
