History Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Duration(hh:mm:ss),Cleared Time,Clear User ID,Clear System ID,Path Name,Clear Type,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Minor,Equipment Alarm,4G-PSN008M-QNM(510319),"Equipment=1,Rack(MO SDR)=51,Shelf(MO SDR)=1,Board(MO SDR)=1","","",External extended device fault(198098468),1. The external extended device is faulty. 2. The external extended device is configured with incorrect parameters. 3. The external extended device has a faulty connection. 4. The associated antenna is misplaced.,2023-06-26 18:29:23,"",ME(MO SDR),"AISG Device ID: 1,Communication link is broken,Rack ID: 51,Device type: RETC; Board serial number: 219204421325; L eNBId:510319; Topology: Optical board=(1,1,8), Optical board port=0, Optical board port type is SFP, Fault board rack=51, Fault board main cascade=1; L: Cell ID=11",Unacknowledged,"","","","","","","",LTE FDD,47,1662661080972,10.225.105.212,"","MO SDR_OMMB1_VNPT,QNM(51000)",MO SDR_OMMB1_VNPT,Platform Alarm,"",184:05:41,2023-07-04 10:35:04,"","","",Restoration upon power on,510319,4G-PSN008M-QNM,RU,51,RRU8854,R8854 S1800(A4A),"product:public,ltefdd",fddid=510319#fdduserlabel=4G-PSN008M-QNM#fddfid=510319,External extended device fault,""
Minor,Equipment Alarm,4G-PSN008M-QNM(510319),"Equipment=1,Rack(MO SDR)=51,Shelf(MO SDR)=1,Board(MO SDR)=1","","",External extended device fault(198098468),1. The external extended device is faulty. 2. The external extended device is configured with incorrect parameters. 3. The external extended device has a faulty connection. 4. The associated antenna is misplaced.,2023-06-26 18:29:23,"",ME(MO SDR),"AISG Device ID: 2,Communication link is broken,Rack ID: 51,Device type: RETC; Board serial number: 219204421325; L eNBId:510319; Topology: Optical board=(1,1,8), Optical board port=0, Optical board port type is SFP, Fault board rack=51, Fault board main cascade=1; L: Cell ID=11",Unacknowledged,"","","","","","","",LTE FDD,48,1662661080973,10.225.105.212,"","MO SDR_OMMB1_VNPT,QNM(51000)",MO SDR_OMMB1_VNPT,Platform Alarm,"",184:05:41,2023-07-04 10:35:04,"","","",Restoration upon power on,510319,4G-PSN008M-QNM,RU,51,RRU8854,R8854 S1800(A4A),"product:public,ltefdd",fddid=510319#fdduserlabel=4G-PSN008M-QNM#fddfid=510319,External extended device fault,""
Minor,Equipment Alarm,4G-PSN008M-QNM(510319),"Equipment=1,Rack(MO SDR)=51,Shelf(MO SDR)=1,Board(MO SDR)=1","","",External extended device fault(198098468),1. The external extended device is faulty. 2. The external extended device is configured with incorrect parameters. 3. The external extended device has a faulty connection. 4. The associated antenna is misplaced.,2023-06-26 18:29:23,"",ME(MO SDR),"AISG Device ID: 3,Communication link is broken,Rack ID: 51,Device type: RETC; Board serial number: 219204421325; L eNBId:510319; Topology: Optical board=(1,1,8), Optical board port=0, Optical board port type is SFP, Fault board rack=51, Fault board main cascade=1; L: Cell ID=11",Unacknowledged,"","","","","","","",LTE FDD,49,1662661080974,10.225.105.212,"","MO SDR_OMMB1_VNPT,QNM(51000)",MO SDR_OMMB1_VNPT,Platform Alarm,"",184:05:41,2023-07-04 10:35:04,"","","",Restoration upon power on,510319,4G-PSN008M-QNM,RU,51,RRU8854,R8854 S1800(A4A),"product:public,ltefdd",fddid=510319#fdduserlabel=4G-PSN008M-QNM#fddfid=510319,External extended device fault,""
Critical,Processing Error Alarm,UL-BTH131M-QBH(500747),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The license file will soon fall due(198097673),The license file will soon fall due.,2023-07-01 02:00:53,"",ME(MO SDR),"U RNCId: 3022; The temporary file is about to expire, and the default mode will be used; Expiration date: 2023-7-31; Board serial number: 731058800253; U nodeBId:752,L eNBId:500747",Acknowledged,2023-07-04 10:36:55,Rule:System:Global,EMS Server(10.212.162.144),"","","","","UMTS,LTE FDD",143,1662661115315,10.225.83.154,"","MO SDR_OMMB3_VNPT,QBH(50000)",MO SDR_OMMB3_VNPT,Platform Alarm,"",80:36:02,2023-07-04 10:36:55,"","","",By Sync Alarm,500747,UL-BTH131M-QBH,SDR,500747,UL-BTH131M-QBH,CCC,"product:public,wcdma,ltefdd",uid=752#uuserlabel=#ufid=752#fddid=500747#fdduserlabel=UL-BTH131M-QBH#fddfid=500747,The license file will soon fall due,""
Critical,Environmental Alarm,GU_STH021M_QNI(163),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1","","",Device temperature is high(198096400),1. The air filter is blocked. 2. The environmental temperature exceeds the allowed temperature range.,2023-07-04 01:53:36,"",ME(MO SDR),"G BSCId: 351; U RNCId: 3003; Slot 8; U nodeBId:163,G siteId:242",Unacknowledged,"","","","","","","","UMTS,GSM",513,1662661135334,10.248.213.84,"","MO_OMCB_RNC_3003Z_QNI,Subnet(MO SDR)(3003)",MO_OMCB_RNC_3003Z_QNI,Platform Alarm,"",08:40:30,2023-07-04 10:34:06,"","","",Normal,163,GU_STH021M_QNI,SDR,163,GU_STH021M_QNI,"","product:public,wcdma,gv3",uid=163#uuserlabel=#ufid=163#gid=242#guserlabel=#gfid=242,Device temperature is high,""
Critical,Equipment Alarm,4G-PSN008M-QNM(510319),"Equipment=1,Rack(MO SDR)=51,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Device power down(198092295),1. The mains is abnormal. 2. The external power supply device is faulty.,2023-07-04 06:10:01,"",ME(MO SDR),"Power type: DC; Board serial number: 219204421325; L eNBId:510319; Topology: Optical board=(1,1,8), Optical board port=0, Optical board port type is SFP, Fault board rack=51, Fault board main cascade=1; L: Cell ID=11",Unacknowledged,"","","","","","","",LTE FDD,51,1662661136101,10.225.105.212,"","MO SDR_OMMB1_VNPT,QNM(51000)",MO SDR_OMMB1_VNPT,Platform Alarm,"",04:24:35,2023-07-04 10:34:36,"","","",Normal,510319,4G-PSN008M-QNM,RU,51,RRU8854,R8854 S1800(A4A),"product:public,ltefdd",fddid=510319#fdduserlabel=4G-PSN008M-QNM#fddfid=510319,Device power down,""
Major,Quality of Service Alarm,4G-PSN008M-QNM(510319),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",LTE cell outage(198094419),"1. The S1 link is faulty. 2. The CC board, BP board, or RRU for the cell is faulty. 3. The cell is not configured successfully. 4. The clock is unlocked. 5. Product process running on the business load sharing auxiliary CC board is abnormal.",2023-07-04 06:11:01,"",ME(MO SDR),"Cell user label: 4G-PSN008M11-QNM, Cell ID: 11,  Caused by RRU board fault; Cell type: normal cell, 70001000; Board serial number: 724184900751; L eNBId:510319",Unacknowledged,"","","","","","","",LTE FDD,52,1662661136107,10.225.105.212,"","MO SDR_OMMB1_VNPT,QNM(51000)",MO SDR_OMMB1_VNPT,LTE FDD Alarm,"",04:24:36,2023-07-04 10:35:37,"","","",Normal,510319,4G-PSN008M-QNM,CELL,11,4G-PSN008M11-QNM,CCC,"product:ltefdd,ltefdd",fddid=510319#fdduserlabel=4G-PSN008M-QNM#fddfid=510319,LTE cell outage,""
Major,Communications Alarm,RNC_3353Z_QNM(3353),"EQRNCID=3353,RACKNO=1,SHELFNO=3,SLOTNO=11,CPUNO=2",GU_PSN014M_QNM(208),"",Association link broken(198066019),1. The association is released in dynamic data management. 2. Association configuration is modified at local end. 3. Association is released at opposite end. 4. Bottom layer link is faulty.,2023-07-04 07:46:56,"",ME(UMTS),Association ID:308; Home module:11; Alarm reason:All paths are inactive.; User type:NBAP; Office ID:0,Unacknowledged,"","","","","","","",UMTS,51011,1662661136669,10.9.53.129,"","OMCR_RNC_3353Z_QNM,SUBNET(UMTS)(3353)",OMCR_RNC_3353Z_QNM,Controller Public Alarm(V3),"",02:48:48,2023-07-04 10:35:44,"","","",Normal,208,GU_PSN014M_QNM,Association,308,GU_PSN014M_QNM$308:NBAP:308,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3353Z_QNM#RAISETIME=2023-07-04 07:46:56,Association link broken,1. The association is released in dynamic data management. 2. Association configuration is modified at local end. 3. Association is released at opposite end. 4. Bottom layer link is faulty.
Critical,Processing Error Alarm,RNC_3353Z_QNM(3353),"EQRNCID=3353,RACKNO=1,SHELFNO=3,SLOTNO=11,CPUNO=2",GU_PSN014M_QNM(208),"",NodeB is out of service(198083023),NCP link failure,2023-07-04 07:47:06,"",ME(UMTS),NodeB ID:208; Alarm sub code:2; Iub Transport bearer type:IP V4 Bearer Type; Link Number:1; Link ID list:308,Unacknowledged,"","","","","","","",UMTS,51012,1662661136670,10.9.53.129,"","OMCR_RNC_3353Z_QNM,SUBNET(UMTS)(3353)",OMCR_RNC_3353Z_QNM,UMTS Controller Alarm(V3),"",02:49:13,2023-07-04 10:36:19,"","","",Normal,208,GU_PSN014M_QNM,NODEB,208,GU_PSN014M_QNM,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3353Z_QNM#RAISETIME=2023-07-04 07:47:06,NodeB is out of service,NCP link failure
Critical,Communications Alarm,GU_PSN014M_QNM(208),"","","",Link between OMM and NE broken(198099803),Link between OMM and NE broken.,2023-07-04 07:49:52,"",ME(MO SDR),"G BSCId: 353; U RNCId: 3353; IP: 10.248.192.93; Detection time: 2023-07-04 07:49:03, The transmission of the gateway(IP: 10.248.192.81), which is configured in IP layer used by the OMC channel between OMMB and NE, is normal; Abnormal voltage: Detection time: 2023-07-04 07:46:17, current voltage: 42.4V, 2.2V dropped in five minutes; U nodeBId:208,G siteId:208",Unacknowledged,"","","","","","","","UMTS,GSM",0,1662661136691,10.248.192.93,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Wireless Public Alarm,"",02:45:57,2023-07-04 10:35:49,"","","",Normal,208,GU_PSN014M_QNM,SDR,208,GU_PSN014M_QNM,"","product:public,wcdma,gv3",uid=208#uuserlabel=#ufid=208#gid=208#guserlabel=#gfid=208,Link Broken Between OMM and NE,""
Critical,Communications Alarm,4G-PSN014M-QNM(510512),"","","",Link between OMM and NE broken(198099803),Link between OMM and NE broken.,2023-07-04 07:49:58,"",ME(MO SDR),"IP: 10.225.105.216; Detection time: 2023-07-04 07:49:08, The transmission of the gateway(IP: 10.225.105.209), which is configured in IP layer used by the OMC channel between OMMB and NE, is normal; L eNBId:510512",Unacknowledged,"","","","","","","",LTE FDD,0,1662661136692,10.225.105.216,"","MO SDR_OMMB1_VNPT,QNM(51000)",MO SDR_OMMB1_VNPT,Wireless Public Alarm,"",02:46:11,2023-07-04 10:36:09,"","","",Normal,510512,4G-PSN014M-QNM,SDR,510512,4G-PSN014M-QNM,"","product:public,ltefdd",fddid=510512#fdduserlabel=4G-PSN014M-QNM#fddfid=510512,Link Broken Between OMM and NE,""
