History Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Duration(hh:mm:ss),Cleared Time,Clear User ID,Clear System ID,Path Name,Clear Type,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Major,Communications Alarm,RNC_3002Z_PYN(3002),"EQRNCID=3002,RACKNO=1,SHELFNO=2,SLOTNO=7,CPUNO=1",UL-SHH032M-PYN(490335),"",Association link broken(198066019),1. The association is released in dynamic data management. 2. Association configuration is modified at local end. 3. Association is released at opposite end. 4. Bottom layer link is faulty.,2023-07-01 02:38:13,"",ME(UMTS),Association ID:414; Home module:8; Alarm reason:All paths are inactive.; User type:NBAP; Office ID:0,Unacknowledged,"","","","","","","",UMTS,34689,1662661115815,10.9.2.129,"","OMCR_RNC_3002Z_PYN,3002Z_PYN(3002)",OMCR_RNC_3002Z_PYN,Controller Public Alarm(V3),"",77:21:00,2023-07-04 07:59:13,"","","",Normal,314,UL_SHH032M_PYN,Association,414,UL_SHH032M_PYN$414:NBAP:0,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3002Z_PYN#RAISETIME=2023-07-01 02:38:13,Association link broken,1. The association is released in dynamic data management. 2. Association configuration is modified at local end. 3. Association is released at opposite end. 4. Bottom layer link is faulty.
Critical,Processing Error Alarm,RNC_3002Z_PYN(3002),"EQRNCID=3002,RACKNO=1,SHELFNO=2,SLOTNO=7,CPUNO=1",UL-SHH032M-PYN(490335),"",NodeB is out of service(198083023),NCP link failure,2023-07-01 02:38:23,"",ME(UMTS),NodeB ID:314; Alarm sub code:2; Iub Transport bearer type:IP V4 Bearer Type; Link Number:1; Link ID list:414,Unacknowledged,"","","","","","","",UMTS,34690,1662661115817,10.9.2.129,"","OMCR_RNC_3002Z_PYN,3002Z_PYN(3002)",OMCR_RNC_3002Z_PYN,UMTS Controller Alarm(V3),"",77:20:53,2023-07-04 07:59:16,"","","",Normal,314,UL_SHH032M_PYN,NODEB,314,UL_SHH032M_PYN,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3002Z_PYN#RAISETIME=2023-07-01 02:38:23,NodeB is out of service,NCP link failure
Critical,Communications Alarm,UL-SHH032M-PYN(490335),"","","",Link between OMM and NE broken(198099803),Link between OMM and NE broken.,2023-07-01 02:40:53,"",ME(MO SDR),"U RNCId: 3002; IP: 10.225.125.215; Detection time: 2023-07-01 02:40:04, The transmission of the gateway(IP: 10.225.125.209), which is configured in IP layer used by the OMC channel between OMMB and NE, is normal; U nodeBId:314,L eNBId:490335",Unacknowledged,"","","","","","","","UMTS,LTE FDD",0,1662661115825,10.225.125.215,"","MO SDR_OMMB2_VNPT,PYN(49000)",MO SDR_OMMB2_VNPT,Wireless Public Alarm,"",77:18:25,2023-07-04 07:59:18,"","","",Normal,490335,UL-SHH032M-PYN,SDR,490335,UL-SHH032M-PYN,"","product:public,wcdma,ltefdd",uid=314#uuserlabel=#ufid=314#fddid=490335#fdduserlabel=UL-SHH032M-PYN#fddfid=490335,Link Broken Between OMM and NE,""
Critical,Processing Error Alarm,4G-DHA016M-PYN(490799),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The license file will soon fall due(198097673),The license file will soon fall due.,2023-07-03 09:09:12,"",ME(MO SDR),"The temporary file is about to expire, and the default mode will be used; Expiration date: 2023-7-31; Board serial number: 739543300579; L eNBId:490799",Acknowledged,2023-07-04 08:01:44,Rule:System:Global,EMS Server(10.212.162.144),"","","","",LTE FDD,5,1662661130409,10.225.125.82,"","MO SDR_OMMB2_VNPT,PYN(49000)",MO SDR_OMMB2_VNPT,Platform Alarm,"",22:52:32,2023-07-04 08:01:44,"","","",By Sync Alarm,490799,4G-DHA016M-PYN,SDR,490799,4G-DHA016M-PYN,CCE1B,"product:public,ltefdd",fddid=490799#fdduserlabel=4G-DHA016M-PYN#fddfid=490799,The license file will soon fall due,""
Major,Communications Alarm,RNC_3022Z_QBH(3022),"EQRNCID=1,RACKNO=1,SHELFNO=2,SLOTNO=10,CPUNO=1",UL-BTH086S-QBH(500547),"",Association broken(199066019),1. The association is released manually. 2. The association channels on both ends are faulty. 3. The association configurations on the local end and the peer end are not consistent.,2023-07-03 17:27:40,"",Controller ManagedElement(V4)/H(e)NB GW,"Alarm Object:Association;  Assoc ID:626;  Module number:11;  Reason:All paths are inactive;  ULP type:NBAP;  Office ID:0; Logic Position:System No.:0,Module No.:11,Index:0;",Unacknowledged,"","","","","","","",UMTS,63117,1662661133440,129.0.1.1,"","OMCR_RNC_3022Z_QBH,3022Z_QBH(3022)",OMCR_RNC_3022Z_QBH,Controller Public Alarm(V4),"",14:34:09,2023-07-04 08:01:49,"","","",Normal,526,UL_BTH086S_QBH,Association,626,UL_BTH086S_QBH$626:NBAP:0,CDR,"product:wcdma,wcdma",CRC=1857718891/0/0/0#MO=401#OTYPE=UIubLink#NENAME=RNC_3022Z_QBH#RAISETIME=2023-07-03 17:27:40,Association broken,1. The association is released manually. 2. The association channels on both ends are faulty. 3. The association configurations on the local end and the peer end are not consistent.
Critical,Processing Error Alarm,RNC_3022Z_QBH(3022),"EQRNCID=1,RACKNO=1,SHELFNO=2,SLOTNO=4,CPUNO=1",UL-BTH086S-QBH(500547),"",NodeB is out of service(199083023),NCP link failure,2023-07-03 17:27:50,"",Controller ManagedElement(V4)/H(e)NB GW,"Alarm Object:NODEB;  NodeB ID:526;  Alarm sub code:2;  Iub Transport bearer type:IP V4 Bearer Type;  Link Number:1;  Link ID list:626; Logic Position:System No.:0,Module No.:8,Index:0;",Unacknowledged,"","","","","","","",UMTS,63118,1662661133441,129.0.1.1,"","OMCR_RNC_3022Z_QBH,3022Z_QBH(3022)",OMCR_RNC_3022Z_QBH,UMTS Controller Alarm(V4),"",14:34:17,2023-07-04 08:02:07,"","","",Normal,526,UL_BTH086S_QBH,NODEB,526,UL_BTH086S_QBH,CDR,"product:wcdma,wcdma",CRC=3902777984/0/0/0#MO=401#OTYPE=UIubLink#NENAME=RNC_3022Z_QBH#RAISETIME=2023-07-03 17:27:50,NodeB is out of service,NCP link failure
Critical,Communications Alarm,UL-BTH086S-QBH(500547),"","","",Link between OMM and NE broken(198099803),Link between OMM and NE broken.,2023-07-03 17:30:03,"",ME(MO SDR),"U RNCId: 3022; IP: 10.225.165.187; Detection time: 2023-07-03 17:29:12, The transmission of the gateway(IP: 10.225.165.177), which is configured in IP layer used by the OMC channel between OMMB and NE, is normal; CC board power-off; U nodeBId:526,L eNBId:500547",Unacknowledged,"","","","","","","","UMTS,LTE FDD",0,1662661133451,10.225.165.187,"","MO SDR_OMMB3_VNPT,QBH(50000)",MO SDR_OMMB3_VNPT,Wireless Public Alarm,"",14:31:35,2023-07-04 08:01:38,"","","",Normal,500547,UL-BTH086S-QBH,SDR,500547,UL-BTH086S-QBH,"","product:public,wcdma,ltefdd",uid=526#uuserlabel=#ufid=526#fddid=500547#fdduserlabel=UL-BTH086S-QBH#fddfid=500547,Link Broken Between OMM and NE,""
Major,Communications Alarm,RNC_3022Z_QBH(3022),"EQRNCID=1,RACKNO=1,SHELFNO=2,SLOTNO=10,CPUNO=1",UL-BTH087S-QBH(500548),"",Association broken(199066019),1. The association is released manually. 2. The association channels on both ends are faulty. 3. The association configurations on the local end and the peer end are not consistent.,2023-07-03 17:46:38,"",Controller ManagedElement(V4)/H(e)NB GW,"Alarm Object:Association;  Assoc ID:627;  Module number:11;  Reason:All paths are inactive;  ULP type:NBAP;  Office ID:0; Logic Position:System No.:0,Module No.:11,Index:0;",Unacknowledged,"","","","","","","",UMTS,63120,1662661133533,129.0.1.1,"","OMCR_RNC_3022Z_QBH,3022Z_QBH(3022)",OMCR_RNC_3022Z_QBH,Controller Public Alarm(V4),"",14:13:23,2023-07-04 08:00:01,"","","",Normal,527,UL_BTH087S_QBH,Association,627,UL_BTH087S_QBH$627:NBAP:0,CDR,"product:wcdma,wcdma",CRC=2007087914/0/0/0#MO=401#OTYPE=UIubLink#NENAME=RNC_3022Z_QBH#RAISETIME=2023-07-03 17:46:38,Association broken,1. The association is released manually. 2. The association channels on both ends are faulty. 3. The association configurations on the local end and the peer end are not consistent.
Critical,Processing Error Alarm,RNC_3022Z_QBH(3022),"EQRNCID=1,RACKNO=1,SHELFNO=2,SLOTNO=13,CPUNO=1",UL-BTH087S-QBH(500548),"",NodeB is out of service(199083023),NCP link failure,2023-07-03 17:46:48,"",Controller ManagedElement(V4)/H(e)NB GW,"Alarm Object:NODEB;  NodeB ID:527;  Alarm sub code:2;  Iub Transport bearer type:IP V4 Bearer Type;  Link Number:1;  Link ID list:627; Logic Position:System No.:0,Module No.:12,Index:0;",Unacknowledged,"","","","","","","",UMTS,63121,1662661133534,129.0.1.1,"","OMCR_RNC_3022Z_QBH,3022Z_QBH(3022)",OMCR_RNC_3022Z_QBH,UMTS Controller Alarm(V4),"",14:13:45,2023-07-04 08:00:33,"","","",Normal,527,UL_BTH087S_QBH,NODEB,527,UL_BTH087S_QBH,CDR,"product:wcdma,wcdma",CRC=3708369586/0/0/0#MO=401#OTYPE=UIubLink#NENAME=RNC_3022Z_QBH#RAISETIME=2023-07-03 17:46:48,NodeB is out of service,NCP link failure
Critical,Communications Alarm,UL-BTH087S-QBH(500548),"","","",Link between OMM and NE broken(198099803),Link between OMM and NE broken.,2023-07-03 17:49:03,"",ME(MO SDR),"U RNCId: 3022; IP: 10.225.165.188; Detection time: 2023-07-03 17:48:13, The transmission of the gateway(IP: 10.225.165.177), which is configured in IP layer used by the OMC channel between OMMB and NE, is normal; CC board power-off; U nodeBId:527,L eNBId:500548",Unacknowledged,"","","","","","","","UMTS,LTE FDD",0,1662661133547,10.225.165.188,"","MO SDR_OMMB3_VNPT,QBH(50000)",MO SDR_OMMB3_VNPT,Wireless Public Alarm,"",14:11:05,2023-07-04 08:00:08,"","","",Normal,500548,UL-BTH087S-QBH,SDR,500548,UL-BTH087S-QBH,"","product:public,wcdma,ltefdd",uid=527#uuserlabel=#ufid=527#fddid=500548#fdduserlabel=UL-BTH087S-QBH#fddfid=500548,Link Broken Between OMM and NE,""
