History Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Duration(hh:mm:ss),Cleared Time,Clear User ID,Clear System ID,Path Name,Clear Type,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Major,Equipment Alarm,GU_DBN022M_QNM(18),"Equipment=1,Rack(MO SDR)=51,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Abnormal RF power(198093853),1. The amplifier is shut down. 2. The amplifier is faulty. 3. The board is faulty.,2023-07-04 09:22:37,"",ME(MO SDR),"U RNCId: 3352; the 1st carrier of Tx port 1; LocalCellId:35200184; Board serial number: 219997349417; U nodeBId:18; Topology: Optical board=(1,1,4), Optical board port=0, Optical board port type is SFP, Fault board rack=51, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,278,1662661137307,10.248.191.196,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,UMTS Basestation Alarm,"",00:36:48,2023-07-04 09:59:25,"","","",Restoration upon power on,18,GU_DBN022M_QNM,RU,51,"",RTR-U216,"product:wcdma,wcdma",uid=18#uuserlabel=GU_DBN022M_QNM#ufid=18#gid=18#guserlabel=#gfid=18,Abnormal RF power,""
Major,Equipment Alarm,GU_DBN022M_QNM(18),"Equipment=1,Rack(MO SDR)=51,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Abnormal RF power(198093853),1. The amplifier is shut down. 2. The amplifier is faulty. 3. The board is faulty.,2023-07-04 09:22:37,"",ME(MO SDR),"U RNCId: 3352; the 0th carrier of Tx port 1; LocalCellId:35200181; Board serial number: 219997349417; U nodeBId:18; Topology: Optical board=(1,1,4), Optical board port=0, Optical board port type is SFP, Fault board rack=51, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,279,1662661137308,10.248.191.196,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,UMTS Basestation Alarm,"",00:36:48,2023-07-04 09:59:25,"","","",Restoration upon power on,18,GU_DBN022M_QNM,RU,51,"",RTR-U216,"product:wcdma,wcdma",uid=18#uuserlabel=GU_DBN022M_QNM#ufid=18#gid=18#guserlabel=#gfid=18,Abnormal RF power,""
Critical,Processing Error Alarm,GU_DBN022M_QNM(18),"Equipment=1,Rack(MO SDR)=51,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The RRU link is broken(198097605),1. The optical fiber between the BBU and the RRU or between upper-level and lower-level RRUs is not operating properly. 2. The optical module of the RRU or the optical module of the uplink BBU is faulty. 3. The RRU is not powered. 4. The interface board of the BBU is faulty. 5. The RRU is faulty. 6. The lr line bit rate is not correctly set.,2023-07-04 09:37:04,"",ME(MO SDR),"U RNCId: 3352; Uplink port of optical port 1:does not receive optical signals; Board serial number: 219997349417; U nodeBId:18; Topology: Optical board=(1,1,4), Optical board port=0, Optical board port type is SFP, Fault board rack=51, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,280,1662661137412,10.248.191.196,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"",00:22:22,2023-07-04 09:59:26,"","","",Normal,18,GU_DBN022M_QNM,RU,51,"",RTR-U216,"product:public,wcdma",uid=18#uuserlabel=GU_DBN022M_QNM#ufid=18#gid=18#guserlabel=#gfid=18,The RRU link is broken,""
Major,Equipment Alarm,GU_TPC020M_QNM(275),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 09:38:45,"",ME(MO SDR),"G BSCId: 350; U RNCId: 3353; Control voltage abnormal; Board serial number: 254437700192; U nodeBId:275,G siteId:275",Unacknowledged,"","","","","","","","UMTS,GSM",10241,1662661137419,10.248.192.250,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"",00:22:00,2023-07-04 10:00:45,"","","",Restoration upon Anti-shake,275,GU_TPC020M_QNM,SDR,275,GU_TPC020M_QNM,CC,"product:public,wcdma,gv3",uid=275#uuserlabel=#ufid=275#gid=275#guserlabel=#gfid=275,Lost of synchronization,""
Minor,Communications Alarm,GU_PVG031M_HUE(39),"",GU_PVG031M_HUE(225),"",Cell interruption alarm(198087342),1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters is incorrect.,2023-07-04 09:49:25,"",BTS(GV3),Site ID:39; Bts ID:1; Trx ID:255; Rack ID:255; Shelf ID:255; Panel ID:255,Unacknowledged,"","","","","","","",GSM,12492,1662661137485,"","","OMCR_BSC_356Z_DNG,BSC_356(399),BSC_356Z_DNG(399),BSC_356Z_DNG(399)",OMCR_BSC_356Z_DNG,GSM Controller Alarm(V3),"",00:09:41,2023-07-04 09:59:06,"","","",Normal,39,GU_PVG031M_HUE,CELL,1,2G_PVG031M11_HUE,"","product:gv3,gv3",CRC=0#MO=301#OTYPE=GBtsSiteManager#NENAME=BSC_356Z_DNG#RAISETIME=2023-07-04 09:49:25#CID=1#CNAME=2G_PVG031M11_HUE,Cell interruption alarm,1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters ...
Minor,Communications Alarm,GU_PVG031M_HUE(39),"",GU_PVG031M_HUE(225),"",Cell interruption alarm(198087342),1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters is incorrect.,2023-07-04 09:49:25,"",BTS(GV3),Site ID:39; Bts ID:2; Trx ID:255; Rack ID:255; Shelf ID:255; Panel ID:255,Unacknowledged,"","","","","","","",GSM,12493,1662661137486,"","","OMCR_BSC_356Z_DNG,BSC_356(399),BSC_356Z_DNG(399),BSC_356Z_DNG(399)",OMCR_BSC_356Z_DNG,GSM Controller Alarm(V3),"",00:09:41,2023-07-04 09:59:06,"","","",Normal,39,GU_PVG031M_HUE,CELL,2,2G_PVG031M12_HUE,"","product:gv3,gv3",CRC=0#MO=301#OTYPE=GBtsSiteManager#NENAME=BSC_356Z_DNG#RAISETIME=2023-07-04 09:49:25#CID=2#CNAME=2G_PVG031M12_HUE,Cell interruption alarm,1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters ...
Minor,Communications Alarm,GU_PVG031M_HUE(39),"",GU_PVG031M_HUE(225),"",Cell interruption alarm(198087342),1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters is incorrect.,2023-07-04 09:49:26,"",BTS(GV3),Site ID:39; Bts ID:3; Trx ID:255; Rack ID:255; Shelf ID:255; Panel ID:255,Unacknowledged,"","","","","","","",GSM,12494,1662661137487,"","","OMCR_BSC_356Z_DNG,BSC_356(399),BSC_356Z_DNG(399),BSC_356Z_DNG(399)",OMCR_BSC_356Z_DNG,GSM Controller Alarm(V3),"",00:09:41,2023-07-04 09:59:07,"","","",Normal,39,GU_PVG031M_HUE,CELL,3,2G_PVG031M13_HUE,"","product:gv3,gv3",CRC=0#MO=301#OTYPE=GBtsSiteManager#NENAME=BSC_356Z_DNG#RAISETIME=2023-07-04 09:49:26#CID=3#CNAME=2G_PVG031M13_HUE,Cell interruption alarm,1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters ...
Critical,Processing Error Alarm,RNC_3005Z_QTI(3005),"EQRNCID=3005,RACKNO=1,SHELFNO=2,SLOTNO=7,CPUNO=2",UL-DHA028M-QTI(530279),"",Cell is out of service(198083022),The Node B responds with a cell establishment failure message.,2023-07-04 09:50:05,"",ME(UMTS),NodeB ID:338; Cell ID:13383; Alarm sub code:18; Cell support MBMS or not:Cell does not support MBMS; Slave No.:6; User plane resource Unit ID:9; the Module No. of the board:1; Unit No. of the board:15; Processor No. of the board:1; Subsystem No. of the board:1; Iub protocol error cause type:4; Iub protocol error cause code:4,Unacknowledged,"","","","","","","",UMTS,13567,1662661137495,10.9.5.129,"","OMCR_RNC_3005Z_QTI,3005Z_QTI(3005)",OMCR_RNC_3005Z_QTI,UMTS Controller Alarm(V3),"",00:09:44,2023-07-04 09:59:49,"","","",Normal,338,UL_DHA028M_QTI,CELL,13383,3G_DHA028M13_QTI,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3005Z_QTI#RAISETIME=2023-07-04 09:50:05,Cell is out of service,The Node B responds with a cell establishment failure message.
Critical,Processing Error Alarm,RNC_3005Z_QTI(3005),"EQRNCID=3005,RACKNO=1,SHELFNO=2,SLOTNO=7,CPUNO=2",UL-DHA028M-QTI(530279),"",Cell is out of service(198083022),The Node B responds with a cell establishment failure message.,2023-07-04 09:50:05,"",ME(UMTS),NodeB ID:338; Cell ID:13382; Alarm sub code:18; Cell support MBMS or not:Cell does not support MBMS; Slave No.:11; User plane resource Unit ID:16; the Module No. of the board:1; Unit No. of the board:16; Processor No. of the board:1; Subsystem No. of the board:1; Iub protocol error cause type:4; Iub protocol error cause code:4,Unacknowledged,"","","","","","","",UMTS,13568,1662661137496,10.9.5.129,"","OMCR_RNC_3005Z_QTI,3005Z_QTI(3005)",OMCR_RNC_3005Z_QTI,UMTS Controller Alarm(V3),"",00:09:49,2023-07-04 09:59:54,"","","",Normal,338,UL_DHA028M_QTI,CELL,13382,3G_DHA028M12_QTI,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3005Z_QTI#RAISETIME=2023-07-04 09:50:05,Cell is out of service,The Node B responds with a cell establishment failure message.
Critical,Processing Error Alarm,RNC_3005Z_QTI(3005),"EQRNCID=3005,RACKNO=1,SHELFNO=2,SLOTNO=7,CPUNO=2",UL-DHA028M-QTI(530279),"",Cell is out of service(198083022),The Node B responds with a cell establishment failure message.,2023-07-04 09:50:05,"",ME(UMTS),NodeB ID:338; Cell ID:13381; Alarm sub code:18; Cell support MBMS or not:Cell does not support MBMS; Slave No.:6; User plane resource Unit ID:9; the Module No. of the board:1; Unit No. of the board:7; Processor No. of the board:1; Subsystem No. of the board:1; Iub protocol error cause type:4; Iub protocol error cause code:4,Unacknowledged,"","","","","","","",UMTS,13569,1662661137497,10.9.5.129,"","OMCR_RNC_3005Z_QTI,3005Z_QTI(3005)",OMCR_RNC_3005Z_QTI,UMTS Controller Alarm(V3),"",00:09:44,2023-07-04 09:59:49,"","","",Normal,338,UL_DHA028M_QTI,CELL,13381,3G_DHA028M11_QTI,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3005Z_QTI#RAISETIME=2023-07-04 09:50:05,Cell is out of service,The Node B responds with a cell establishment failure message.
