History Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Duration(hh:mm:ss),Cleared Time,Clear User ID,Clear System ID,Path Name,Clear Type,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Critical,Processing Error Alarm,UL-BTH087S-QBH(500548),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The license file will soon fall due(198097673),The license file will soon fall due.,2023-07-03 08:17:00,"",ME(MO SDR),"U RNCId: 3022; CPU=1; The temporary file is about to expire, and the default mode will be used; Expiration date: 2023-7-31; Board serial number: 743150600013; U nodeBId:527,L eNBId:500548; L: Cell ID=11",Acknowledged,2023-07-04 08:12:25,Rule:System:Global,EMS Server(10.212.162.144),"","","","","UMTS,LTE FDD",5,1662661130094,10.225.165.188,"","MO SDR_OMMB3_VNPT,QBH(50000)",MO SDR_OMMB3_VNPT,Platform Alarm,"",23:55:25,2023-07-04 08:12:25,"","","",By Sync Alarm,500548,UL-BTH087S-QBH,SDR,500548,UL-BTH087S-QBH,BS8932BU,"product:public,wcdma,ltefdd",uid=527#uuserlabel=#ufid=527#fddid=500548#fdduserlabel=UL-BTH087S-QBH#fddfid=500548,The license file will soon fall due,""
Critical,Equipment Alarm,UL-BTH087S-QBH(500548),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1","","",Device power down(198092295),1. The mains is abnormal. 2. The external power supply device is faulty.,2023-07-03 17:45:58,"",ME(MO SDR),"U RNCId: 3022; U nodeBId:527,L eNBId:500548",Acknowledged,2023-07-04 08:12:25,Rule:System:Global,EMS Server(10.212.162.144),"","","","","UMTS,LTE FDD",4294967295,1662661133530,10.225.165.188,"","MO SDR_OMMB3_VNPT,QBH(50000)",MO SDR_OMMB3_VNPT,Platform Alarm,"",14:26:27,2023-07-04 08:12:25,"","","",By Sync Alarm,500548,UL-BTH087S-QBH,SDR,500548,UL-BTH087S-QBH,"","product:public,wcdma,ltefdd",uid=527#uuserlabel=#ufid=527#fddid=500548#fdduserlabel=UL-BTH087S-QBH#fddfid=500548,Device power down,""
Minor,Communications Alarm,GU_QDN022M_HUE(283),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=4","","",Optical port receiving link failure(198098319),1. Fibers or cables are damaged. 2. The surfaces of fibers or cables are dirty.  3. The optical or electrical module on the local or peer end is not fully inserted into the slot.  4. The optical or electrical module of the peer equipment is damaged.  5. The actual fiber length is longer than the maximum length supported by the optical module.  6. The optical or electrical module rate on the local or peer end does not match. 7. The peer equipment is operating abnormally.,2023-07-04 07:11:27,"",ME(MO SDR),"G BSCId: 356; U RNCId: 3355; Optical port 4; Received frames of the optical port losing lock, Optical interface exceed the speed limit, Serial transmission rate: 4200MBd, Optical module configuration rate: 1Gbps, Optical fiber out of range, Single-mode transmission distance: 0100m, Fiber optic distance measurement result: 0100m; Board serial number: 254315201382; U nodeBId:283,G siteId:158",Unacknowledged,"","","","","","","","UMTS,GSM",107,1662661136400,10.248.183.171,"","OMCB_RNC_3355Z_DNG,RNC_3355Z_HUE(3355)",OMCB_RNC_3355Z_DNG,Platform Alarm,"",01:00:20,2023-07-04 08:11:47,"","","",Normal,283,GU_QDN022M_HUE,SDR,283,GU_QDN022M_HUE,FS,"product:public,wcdma,gv3",uid=283#uuserlabel=#ufid=283#gid=158#guserlabel=#gfid=158,Optical port receiving link failure,""
Major,Equipment Alarm,GU_DXN028M_QNM(132),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 07:46:54,"",ME(MO SDR),"U RNCId: 3352; Control voltage abnormal; Board serial number: 254314600760; U nodeBId:132,G siteId:232",Unacknowledged,"","","","","","","","UMTS,GSM",27170,1662661136667,10.248.190.180,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"",00:22:04,2023-07-04 08:08:58,"","","",Restoration upon Anti-shake,132,GU_DXN028M_QNM,SDR,132,GU_DXN028M_QNM,CC,"product:public,wcdma,gv3",uid=132#uuserlabel=GU_DXN028M_QNM#ufid=132#gid=232#guserlabel=#gfid=232,Lost of synchronization,""
Major,Equipment Alarm,GU_NTM004M_QNM(187),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=2","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 07:47:19,"",ME(MO SDR),"G BSCId: 353; U RNCId: 3353; Control voltage abnormal; Board serial number: 251967300237; U nodeBId:187,G siteId:187",Unacknowledged,"","","","","","","","UMTS,GSM",24464,1662661136671,10.248.192.150,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"",00:22:04,2023-07-04 08:09:23,"","","",Restoration upon Anti-shake,187,GU_NTM004M_QNM,SDR,187,GU_NTM004M_QNM,CC,"product:public,wcdma,gv3",uid=187#uuserlabel=#ufid=187#gid=187#guserlabel=#gfid=187,Lost of synchronization,""
Major,Equipment Alarm,GU_DBN023M_QNM(26),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 07:49:51,"",ME(MO SDR),"G BSCId: 352; U RNCId: 3352; Control voltage abnormal; Board serial number: 254178300017; U nodeBId:26,G siteId:26",Unacknowledged,"","","","","","","","UMTS,GSM",31187,1662661136690,10.248.191.195,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"",00:22:08,2023-07-04 08:11:59,"","","",Restoration upon Anti-shake,26,GU_DBN023M_QNM,SDR,26,GU_DBN023M_QNM,CC,"product:public,wcdma,gv3",uid=26#uuserlabel=GU_DBN023M_QNM#ufid=26#gid=26#guserlabel=#gfid=26,Lost of synchronization,""
Critical,Processing Error Alarm,RNC_3002Z_PYN(3002),"EQRNCID=3002,RACKNO=1,SHELFNO=2,SLOTNO=7,CPUNO=1",UL-SHH032M-PYN(490335),"",Cell is out of service(198083022),The Node B responds with a cell establishment failure message.,2023-07-04 07:59:16,"",ME(UMTS),NodeB ID:314; Cell ID:13142; Alarm sub code:18; Cell support MBMS or not:Cell does not support MBMS; Slave No.:15; User plane resource Unit ID:10; the Module No. of the board:1; Unit No. of the board:16; Processor No. of the board:1; Subsystem No. of the board:1; Iub protocol error cause type:4; Iub protocol error cause code:4,Unacknowledged,"","","","","","","",UMTS,34957,1662661136724,10.9.2.129,"","OMCR_RNC_3002Z_PYN,3002Z_PYN(3002)",OMCR_RNC_3002Z_PYN,UMTS Controller Alarm(V3),"",00:09:23,2023-07-04 08:08:39,"","","",Normal,314,UL_SHH032M_PYN,CELL,13142,3G_SHH032M12_PYN,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3002Z_PYN#RAISETIME=2023-07-04 07:59:16,Cell is out of service,The Node B responds with a cell establishment failure message.
Critical,Processing Error Alarm,RNC_3002Z_PYN(3002),"EQRNCID=3002,RACKNO=1,SHELFNO=2,SLOTNO=7,CPUNO=1",UL-SHH032M-PYN(490335),"",Cell is out of service(198083022),The Node B responds with a cell establishment failure message.,2023-07-04 07:59:16,"",ME(UMTS),NodeB ID:314; Cell ID:13141; Alarm sub code:18; Cell support MBMS or not:Cell does not support MBMS; Slave No.:2; User plane resource Unit ID:9; the Module No. of the board:1; Unit No. of the board:7; Processor No. of the board:1; Subsystem No. of the board:1; Iub protocol error cause type:4; Iub protocol error cause code:4,Unacknowledged,"","","","","","","",UMTS,34958,1662661136725,10.9.2.129,"","OMCR_RNC_3002Z_PYN,3002Z_PYN(3002)",OMCR_RNC_3002Z_PYN,UMTS Controller Alarm(V3),"",00:09:23,2023-07-04 08:08:39,"","","",Normal,314,UL_SHH032M_PYN,CELL,13141,3G_SHH032M11_PYN,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3002Z_PYN#RAISETIME=2023-07-04 07:59:16,Cell is out of service,The Node B responds with a cell establishment failure message.
Major,Processing Error Alarm,UL-BTH086S-QBH(500547),"Equipment=1,Rack(MO SDR)=1","","",Baseband unit is being initialized(198097050),"1. A user executes a dynamic command, which results in the reset of the main control board. 2. The base station is being upgraded. 3. A software error occurs, which results in the reset of the main control board. 4. The base station is power-off reset.",2023-07-04 08:01:20,"",ME(MO SDR),"U RNCId: 3022; UMTS LTE FDD; Power off reset; U nodeBId:526,L eNBId:500547",Unacknowledged,"","","","","","","","UMTS,LTE FDD",1,1662661136740,10.225.165.187,"","MO SDR_OMMB3_VNPT,QBH(50000)",MO SDR_OMMB3_VNPT,Platform Alarm,"",00:07:55,2023-07-04 08:09:15,"","","",Normal,500547,UL-BTH086S-QBH,SDR,500547,UL-BTH086S-QBH,"","product:public,wcdma,ltefdd",uid=526#uuserlabel=#ufid=526#fddid=500547#fdduserlabel=UL-BTH086S-QBH#fddfid=500547,Baseband unit is being initialized,""
Minor,Equipment Alarm,4G-BSN008M-QNI(520060),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 08:02:07,"",ME(MO SDR),Dry contact ID: 3; Board serial number: 710553901752; L eNBId:520060,Unacknowledged,"","","","","","","",LTE FDD,224,1662661136742,10.225.173.102,"","MO SDR_OMMB1_VNPT,QNI(52000)",MO SDR_OMMB1_VNPT,Platform Alarm,"",00:06:47,2023-07-04 08:08:54,"","","",Restoration upon Anti-shake,520060,4G-BSN008M-QNI,SDR,520060,4G-BSN008M-QNI,SA,"product:public,ltefdd",fddid=520060#fdduserlabel=4G-BSN008M-QNI#fddfid=520060,Mains Failure Alarm,""
