History Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Duration(hh:mm:ss),Cleared Time,Clear User ID,Clear System ID,Path Name,Clear Type,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Critical,Processing Error Alarm,RNC_3353Z_QNM(3353),"EQRNCID=3353,RACKNO=1,SHELFNO=3,SLOTNO=11,CPUNO=2",GU_NTH045M_QNM(278),"",Cell is out of service(198083022),The cell CGID reported by the Node B after audit is zero.,2023-06-29 15:35:39,"",ME(UMTS),NodeB ID:278; Cell ID:12781; Alarm sub code:8; Cell support MBMS or not:Cell does not support MBMS; Slave No.:9; User plane resource Unit ID:17; the Module No. of the board:1; Unit No. of the board:13; Processor No. of the board:1; Subsystem No. of the board:1,Unacknowledged,"","","",2023-06-30 11:12:37,pyc,rnoc3-dh,EMS Server(10.212.162.144),UMTS,49837,1662661106047,10.9.53.129,"","OMCR_RNC_3353Z_QNM,SUBNET(UMTS)(3353)",OMCR_RNC_3353Z_QNM,UMTS Controller Alarm(V3),"",114:51:55,2023-07-04 10:27:34,"","","",Normal,278,GU_NTH045M_QNM,CELL,12781,3G_NTH045M41_QNM,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3353Z_QNM#RAISETIME=2023-06-29 15:35:39,Cell is out of service,The cell CGID reported by the Node B after audit is zero.
Critical,Processing Error Alarm,GU_NTH045M_QNM(278),"Equipment=1,Rack(MO SDR)=2,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The RRU link is broken(198097605),1. The optical fiber between the BBU and the RRU or between upper-level and lower-level RRUs is not operating properly. 2. The optical module of the RRU or the optical module of the uplink BBU is faulty. 3. The RRU is not powered. 4. The interface board of the BBU is faulty. 5. The RRU is faulty. 6. The lr line bit rate is not correctly set.,2023-06-29 15:36:38,"",ME(MO SDR),"G BSCId: 350; U RNCId: 3353; Uplink port of optical port 1:loses lock of received frames; Board serial number: 219000353895; U nodeBId:278,G siteId:278; Topology: Optical board=(1,1,4), Optical board port=0, Optical board port type is SFP, Fault board rack=2, Fault board main cascade=1",Unacknowledged,"","","",2023-06-30 11:12:37,pyc,rnoc3-dh,EMS Server(10.212.162.144),"UMTS,GSM",281,1662661106053,10.248.190.9,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"",114:49:45,2023-07-04 10:26:23,"","","",Normal,278,GU_NTH045M_QNM,RU,2,"",RSU60E-GU908,"product:public,wcdma,gv3",uid=278#uuserlabel=#ufid=278#gid=278#guserlabel=#gfid=278,The RRU link is broken,""
Critical,Processing Error Alarm,GU_NTH045M_QNM(278),"Equipment=1,Rack(MO SDR)=2,Shelf(MO SDR)=1,Board(MO SDR)=7","","",Software runs abnormally(198097604),"The board software is not operating properly: The board software process is not successfully started. The product process is not operating properly: The product process cannot be scheduled in time or is not operating properly, causing  heartbeat messages not to be properly reported to the management process.  The subunit software is not operating properly: The link between the board subunit and main control unit is broken or the subunit software is not operating properly, causing heartbeat messages not to be properly reported to the main control unit.",2023-06-29 15:50:22,"",ME(MO SDR),"G BSCId: 350; U RNCId: 3353; Board software runs abnormally; Board serial number: 722155000104; U nodeBId:278,G siteId:278",Unacknowledged,"","","","","","","","UMTS,GSM",282,1662661106137,10.248.190.9,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"",114:36:17,2023-07-04 10:26:39,"","","",Normal,278,GU_NTH045M_QNM,SDR,278,GU_NTH045M_QNM,FCE,"product:public,wcdma,gv3",uid=278#uuserlabel=#ufid=278#gid=278#guserlabel=#gfid=278,Software runs abnormally,""
Critical,Processing Error Alarm,UL-BDN007E-QBH(500544),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The license file will soon fall due(198097673),The license file will soon fall due.,2023-07-01 02:01:12,"",ME(MO SDR),"U RNCId: 3022; The temporary file is about to expire, and the default mode will be used; Expiration date: 2023-7-31; Board serial number: 741327300538; U nodeBId:519,L eNBId:500544",Acknowledged,2023-07-04 10:24:32,Rule:System:Global,EMS Server(10.212.162.144),"","","","","UMTS,LTE FDD",435,1662661115417,10.225.165.197,"","MO SDR_OMMB3_VNPT,QBH(50000)",MO SDR_OMMB3_VNPT,Platform Alarm,"",80:23:20,2023-07-04 10:24:32,"","","",By Sync Alarm,500544,UL-BDN007E-QBH,SDR,500544,UL-BDN007E-QBH,CCE1B,"product:public,wcdma,ltefdd",uid=519#uuserlabel=#ufid=519##fddid=500544#fdduserlabel=UL-BDN007E-QBH#fddfid=500544#,The license file will soon fall due,""
Major,Equipment Alarm,GU_THA009M_QBH(198),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 07:14:20,"",ME(MO SDR),"G BSCId: 355; U RNCId: 3022; Control voltage abnormal; Board serial number: 251600000467; U nodeBId:198,G siteId:253",Unacknowledged,"","","","","","","","UMTS,GSM",1607,1662661136414,10.248.178.115,"","OMCB_RNC_3022Z_QBH,RNC3022_QBH(3022)",OMCB_RNC_3022Z_QBH,Platform Alarm,"",03:11:45,2023-07-04 10:26:05,"","","",Restoration upon Anti-shake,198,GU_THA009M_QBH,SDR,198,GU_THA009M_QBH,CC,"product:public,wcdma,gv3",uid=198#uuserlabel=#ufid=198#gid=253#guserlabel=#gfid=253,Lost of synchronization,""
Minor,Equipment Alarm,GU_NTH024M_QNM(65),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Door Open(198092560),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 09:13:09,"",ME(MO SDR),"G BSCId: 353; U RNCId: 3353; Dry contact ID: 3; Board serial number: 246916800740; U nodeBId:65,G siteId:65",Unacknowledged,"","","","","","","","UMTS,GSM",465,1662661137216,10.248.190.147,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"",01:11:56,2023-07-04 10:25:05,"","","",Normal,65,GU_NTH024M_QNM,SDR,65,GU_NTH024M_QNM,SA,"product:public,wcdma,gv3",uid=65#uuserlabel=Tam-My-Tay_QNM#ufid=65#gid=65#guserlabel=#gfid=65,Intruder,""
Minor,Equipment Alarm,4G-CLO005M-QTI(530062),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Door Open(198092560),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 09:30:00,"",ME(MO SDR),Dry contact ID: 5; Board serial number: 710434400007; L eNBId:530062,Unacknowledged,"","","","","","","",LTE FDD,699,1662661137361,10.225.85.7,"","MO SDR_OMMB2_VNPT,QTI(53000)",MO SDR_OMMB2_VNPT,Platform Alarm,"",00:57:27,2023-07-04 10:27:27,"","","",Normal,530062,4G-CLO005M-QTI,SDR,530062,4G-CLO005M-QTI,SA,"product:public,ltefdd",fddid=530062#fdduserlabel=4G-CLO005M-QTI#fddfid=530062,User-defined dry contact alarm 11,""
Major,Equipment Alarm,GU_DXN028M_QNM(132),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 09:42:24,"",ME(MO SDR),"U RNCId: 3352; Control voltage abnormal; Board serial number: 254314600760; U nodeBId:132,G siteId:232",Unacknowledged,"","","","","","","","UMTS,GSM",27180,1662661137430,10.248.190.180,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"",00:44:04,2023-07-04 10:26:28,"","","",Restoration upon Anti-shake,132,GU_DXN028M_QNM,SDR,132,GU_DXN028M_QNM,CC,"product:public,wcdma,gv3",uid=132#uuserlabel=GU_DXN028M_QNM#ufid=132#gid=232#guserlabel=#gfid=232,Lost of synchronization,""
Critical,Equipment Alarm,GU_DXN024M_QNM(131),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Rectifier Failure Alarm(198092551),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 09:43:55,"",ME(MO SDR),"U RNCId: 3352; Dry contact ID: 5; Board serial number: 711908300723; U nodeBId:131,G siteId:231",Unacknowledged,"","","","","","","","UMTS,GSM",222,1662661137437,10.248.190.164,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"",00:44:28,2023-07-04 10:28:23,"","","",Restoration upon Anti-shake,131,GU_DXN024M_QNM,SDR,131,GU_DXN024M_QNM,SA,"product:public,wcdma,gv3",uid=131#uuserlabel=GU_DXN024M_QNM#ufid=131#gid=231#guserlabel=#gfid=231,User-defined dry contact alarm 2,""
Minor,Equipment Alarm,GU_HTA030M_HUE(303),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 09:45:49,"",ME(MO SDR),"G BSCId: 356; U RNCId: 3355; Dry contact ID: 4; Board serial number: 254488700325; U nodeBId:303,G siteId:169",Unacknowledged,"","","","","","","","UMTS,GSM",114,1662661137447,10.248.183.199,"","OMCB_RNC_3355Z_DNG,RNC_3355Z_HUE(3355)",OMCB_RNC_3355Z_DNG,Platform Alarm,"",00:38:51,2023-07-04 10:24:40,"","","",Restoration upon Anti-shake,303,GU_HTA030M_HUE,SDR,303,GU_HTA030M_HUE,SA,"product:public,wcdma,gv3",uid=303#uuserlabel=#ufid=303#gid=169#guserlabel=#gfid=169,User-defined dry contact alarm 1,""
