History Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Duration(hh:mm:ss),Cleared Time,Clear User ID,Clear System ID,Path Name,Clear Type,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Major,Equipment Alarm,GU_TKY040M_QNM(294),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 02:01:39,"",ME(MO SDR),"G BSCId: 353; U RNCId: 3353; Control voltage abnormal; Board serial number: 254399200439; U nodeBId:294,G siteId:133",Unacknowledged,"","","","","","","","UMTS,GSM",1825,1662661135350,10.248.190.10,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"",00:22:06,2023-07-04 02:23:45,"","","",Restoration upon Anti-shake,294,GU_TKY040M_QNM,SDR,294,GU_TKY040M_QNM,CC,"product:public,wcdma,gv3",uid=294#uuserlabel=#ufid=294#gid=133#guserlabel=#gfid=133,Lost of synchronization,""
Major,Equipment Alarm,3G_PMY052M_BDH(425),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 02:02:04,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254437700025; U nodeBId:425,Unacknowledged,"","","","","","","",UMTS,34178,1662661135351,10.248.199.152,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"",00:22:04,2023-07-04 02:24:08,"","","",Restoration upon Anti-shake,425,3G_PMY052M_BDH,SDR,425,3G_PMY052M_BDH,CC,"product:public,wcdma",uid=425#uuserlabel=#ufid=425#,Lost of synchronization,""
Major,Equipment Alarm,GU_NTM004M_QNM(187),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=2","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 02:03:53,"",ME(MO SDR),"G BSCId: 353; U RNCId: 3353; Control voltage abnormal; Board serial number: 251967300237; U nodeBId:187,G siteId:187",Unacknowledged,"","","","","","","","UMTS,GSM",24436,1662661135354,10.248.192.150,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"",00:22:05,2023-07-04 02:25:58,"","","",Restoration upon Anti-shake,187,GU_NTM004M_QNM,SDR,187,GU_NTM004M_QNM,CC,"product:public,wcdma,gv3",uid=187#uuserlabel=#ufid=187#gid=187#guserlabel=#gfid=187,Lost of synchronization,""
Major,Equipment Alarm,GU_DXN028M_QNM(132),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 02:04:06,"",ME(MO SDR),"U RNCId: 3352; Control voltage abnormal; Board serial number: 254314600760; U nodeBId:132,G siteId:232",Unacknowledged,"","","","","","","","UMTS,GSM",27144,1662661135355,10.248.190.180,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"",00:22:05,2023-07-04 02:26:11,"","","",Restoration upon Anti-shake,132,GU_DXN028M_QNM,SDR,132,GU_DXN028M_QNM,CC,"product:public,wcdma,gv3",uid=132#uuserlabel=GU_DXN028M_QNM#ufid=132#gid=232#guserlabel=#gfid=232,Lost of synchronization,""
Major,Equipment Alarm,3G_HNN074M_BDH(469),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 02:04:48,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254178300966; U nodeBId:469,Unacknowledged,"","","","","","","",UMTS,13752,1662661135357,10.248.200.77,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"",00:22:00,2023-07-04 02:26:48,"","","",Restoration upon Anti-shake,469,3G_HNN074M_BDH,SDR,469,3G_HNN074M_BDH,CC,"product:public,wcdma",uid=469#uuserlabel=#ufid=469,Lost of synchronization,""
Major,Equipment Alarm,3G_STH029M_QNI(400),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 02:05:33,"",ME(MO SDR),U RNCId: 3003; Control voltage abnormal; Board serial number: 254437701180; U nodeBId:400,Unacknowledged,"","","","","","","",UMTS,29064,1662661135360,10.248.196.232,"","MO_OMCB_RNC_3003Z_QNI,Subnet(MO SDR)(3003)",MO_OMCB_RNC_3003Z_QNI,Platform Alarm,"",00:22:00,2023-07-04 02:27:33,"","","",Restoration upon Anti-shake,400,3G_STH029M_QNI,SDR,400,3G_STH029M_QNI,CC,"product:public,wcdma",uid=400#uuserlabel=#ufid=400#,Lost of synchronization,""
Major,Equipment Alarm,GU_DLC003M_QNM(76),"Equipment=1,Rack(MO SDR)=52,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Abnormal RF power(198093853),1. The amplifier is shut down. 2. The amplifier is faulty. 3. The board is faulty.,2023-07-04 02:08:29,"",ME(MO SDR),"U RNCId: 3352; the 1st carrier of Tx port 1; LocalCellId:35200765; Board serial number: 219997376133; U nodeBId:76; Topology: Optical board=(1,1,4), Optical board port=1, Optical board port type is SFP, Fault board rack=52, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,1097,1662661135373,10.248.191.150,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,UMTS Basestation Alarm,"",00:18:00,2023-07-04 02:26:29,"","","",Restoration upon Anti-shake,76,GU_DLC003M_QNM,RU,52,"",RTR-U216,"product:wcdma,wcdma",uid=76#uuserlabel=GU_DLC003M_QNM#ufid=76#gid=76#guserlabel=#gfid=76,Abnormal RF power,""
Major,Equipment Alarm,GU_DLC003M_QNM(76),"Equipment=1,Rack(MO SDR)=52,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Abnormal RF power(198093853),1. The amplifier is shut down. 2. The amplifier is faulty. 3. The board is faulty.,2023-07-04 02:08:29,"",ME(MO SDR),"U RNCId: 3352; the 0th carrier of Tx port 1; LocalCellId:35200762; Board serial number: 219997376133; U nodeBId:76; Topology: Optical board=(1,1,4), Optical board port=1, Optical board port type is SFP, Fault board rack=52, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,1098,1662661135374,10.248.191.150,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,UMTS Basestation Alarm,"",00:18:00,2023-07-04 02:26:29,"","","",Restoration upon Anti-shake,76,GU_DLC003M_QNM,RU,52,"",RTR-U216,"product:wcdma,wcdma",uid=76#uuserlabel=GU_DLC003M_QNM#ufid=76#gid=76#guserlabel=#gfid=76,Abnormal RF power,""
Major,Processing Error Alarm,GU_QTH005M_QBH(254),"Equipment=1,Rack(MO SDR)=2,Shelf(MO SDR)=1,Board(MO SDR)=7","","",The board is being initialized(198092348),1. The board resetting command is executed. 2. The board is powered on. 3. The board automatically resets due to software error.,2023-07-04 02:20:59,"",ME(MO SDR),"G BSCId: 356; U RNCId: 3022; Board serial number: 254016400625; U nodeBId:254,G siteId:94",Unacknowledged,"","","","","","","","UMTS,GSM",12109,1662661135396,10.248.177.68,"","OMCB_RNC_3022Z_QBH,RNC3022_QBH(3022)",OMCB_RNC_3022Z_QBH,Platform Alarm,"",00:04:45,2023-07-04 02:25:44,"","","",Restoration upon Anti-shake,254,GU_QTH005M_QBH,SDR,254,GU_QTH005M_QBH,FCE,"product:public,wcdma,gv3",uid=254#uuserlabel=#ufid=254#gid=94#guserlabel=#gfid=94,The board is being initialized,""
Major,Communications Alarm,RNC_3353Z_QNM(3353),"EQRNCID=3353,RACKNO=1,SHELFNO=2,SLOTNO=8,CPUNO=2",3G_TKY016M_QNM(125),"",Association link broken(198066019),1. The association is released in dynamic data management. 2. Association configuration is modified at local end. 3. Association is released at opposite end. 4. Bottom layer link is faulty.,2023-07-04 02:24:35,"",ME(UMTS),Association ID:225; Home module:7; Alarm reason:Abort request from remote peer received; User type:NBAP; Office ID:0,Unacknowledged,"","","","","","","",UMTS,50847,1662661135402,10.9.53.129,"","OMCR_RNC_3353Z_QNM,SUBNET(UMTS)(3353)",OMCR_RNC_3353Z_QNM,Controller Public Alarm(V3),"",00:00:06,2023-07-04 02:24:41,"","","",Normal,125,3G_TKY016M_QNM,Association,225,3G_TKY016M_QNM$225:NBAP:225,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3353Z_QNM#RAISETIME=2023-07-04 02:24:35,Association link broken,1. The association is released in dynamic data management. 2. Association configuration is modified at local end. 3. Association is released at opposite end. 4. Bottom layer link is faulty.
