History Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Duration(hh:mm:ss),Cleared Time,Clear User ID,Clear System ID,Path Name,Clear Type,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Major,Equipment Alarm,3G_GLH033W_QTI(1),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 03:00:59,"",ME(MO SDR),U RNCId: 3354; Control voltage abnormal; Board serial number: 254437700159; U nodeBId:1,Unacknowledged,"","","","","","","",UMTS,31531,1662661135498,10.248.179.178,"","MO_OMCB_RNC_3354Z_QTI,Subnet(MO SDR)(3354)",MO_OMCB_RNC_3354Z_QTI,Platform Alarm,"",00:43:52,2023-07-04 03:44:51,"","","",Restoration upon Anti-shake,1,3G_GLH033W_QTI,SDR,1,3G_GLH033W_QTI,CC,"product:public,wcdma",uid=1#uuserlabel=#ufid=1,Lost of synchronization,""
Major,Equipment Alarm,3G_VLH035M_QTI(209),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 03:02:58,"",ME(MO SDR),U RNCId: 3354; Control voltage abnormal; Board serial number: 249894500078; U nodeBId:209,Unacknowledged,"","","","","","","",UMTS,30819,1662661135504,10.248.179.195,"","MO_OMCB_RNC_3354Z_QTI,Subnet(MO SDR)(3354)",MO_OMCB_RNC_3354Z_QTI,Platform Alarm,"",00:43:48,2023-07-04 03:46:46,"","","",Restoration upon Anti-shake,209,3G_VLH035M_QTI,SDR,209,3G_VLH035M_QTI,CC,"product:public,wcdma",uid=209#uuserlabel=#ufid=209,Lost of synchronization,""
Major,Equipment Alarm,GU_TKY040M_QNM(294),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 03:21:27,"",ME(MO SDR),"G BSCId: 353; U RNCId: 3353; Control voltage abnormal; Board serial number: 254399200439; U nodeBId:294,G siteId:133",Unacknowledged,"","","","","","","","UMTS,GSM",1831,1662661135544,10.248.190.10,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"",00:22:10,2023-07-04 03:43:37,"","","",Restoration upon Anti-shake,294,GU_TKY040M_QNM,SDR,294,GU_TKY040M_QNM,CC,"product:public,wcdma,gv3",uid=294#uuserlabel=#ufid=294#gid=133#guserlabel=#gfid=133,Lost of synchronization,""
Major,Equipment Alarm,3G_TSN037M_BDH(477),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 03:24:46,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254314600095; U nodeBId:477,Unacknowledged,"","","","","","","",UMTS,37576,1662661135553,10.248.200.104,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"",00:22:05,2023-07-04 03:46:51,"","","",Restoration upon Anti-shake,477,3G_TSN037M_BDH,SDR,477,3G_TSN037M_BDH,CC,"product:public,wcdma",uid=477#uuserlabel=#ufid=477,Lost of synchronization,""
Critical,Communications Alarm,3G_TKY016M_QNM(125),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The SCTP association is broken(198092230),1. The SCTP association parameters of the local end and the opposite end are not configured correctly. 2. The transmission link is faulty.,2023-07-04 03:25:16,"",ME(MO SDR),"U RNCId: 3353; Association ID: 1; Association type is ETH, Related port is ETH0; Board serial number: 249366600827; U nodeBId:125",Unacknowledged,"","","","","","","",UMTS,39,1662661135557,10.248.190.38,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"",00:19:22,2023-07-04 03:44:38,"","","",Restoration upon Anti-shake,125,3G_TKY016M_QNM,SDR,125,3G_TKY016M_QNM,CC,"product:public,wcdma",uid=125#uuserlabel=#ufid=125,The SCTP association is broken,""
Critical,Processing Error Alarm,4G-VTH001M-BDH(420040),"Equipment=1,Rack(MO SDR)=61,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The RRU link is broken(198097605),1. The optical fiber between the BBU and the RRU or between upper-level and lower-level RRUs is not operating properly. 2. The optical module of the RRU or the optical module of the uplink BBU is faulty. 3. The RRU is not powered. 4. The interface board of the BBU is faulty. 5. The RRU is faulty. 6. The lr line bit rate is not correctly set.,2023-07-04 03:29:28,"",ME(MO SDR),"The optical attenuation of the link corresponding to optical port 1 is too large; Board serial number: 219236381376; L eNBId:420040; Topology: Optical board=(1,1,8), Optical board port=3, Optical board port type is SFP, Fault board rack=61, Fault board main cascade=1; L: Cell ID=17",Unacknowledged,"","","","","","","",LTE FDD,1198,1662661135561,10.225.117.167,"","MO SDR_OMMB2_VNPT,BDH(42000)",MO SDR_OMMB2_VNPT,Platform Alarm,"",00:14:32,2023-07-04 03:44:00,"","","",Restoration upon Anti-shake,420040,4G-VTH001M-BDH,RU,61,SubRack-1,R8862A S1800(B6A),"product:public,ltefdd",fddid=420040#fdduserlabel=4G-VTH001M-BDH#fddfid=420040,The RRU link is broken,""
Critical,Processing Error Alarm,RNC_3355Z_HUE(3355),"EQRNCID=3355,RACKNO=1,SHELFNO=3,SLOTNO=12,CPUNO=1",GU_QDN022M_HUE(283),"",Cell is out of service(198083022),The cell CGID reported by the Node B after audit is zero.,2023-07-04 03:42:53,"",ME(UMTS),NodeB ID:283; Cell ID:12832; Alarm sub code:8; Cell support MBMS or not:Cell does not support MBMS; Slave No.:14; the Module No. of the board:1; Unit No. of the board:13; Processor No. of the board:1; Subsystem No. of the board:1,Unacknowledged,"","","","","","","",UMTS,12297,1662661135592,10.9.55.129,"","OMCR_RNC_3355Z_DNG,SUBNET(UMTS)(3355)",OMCR_RNC_3355Z_DNG,UMTS Controller Alarm(V3),"",00:03:42,2023-07-04 03:46:35,"","","",Normal,283,GU_QDN022M_HUE,CELL,12832,3G_QDN022M42_HUE,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3355Z_HUE#RAISETIME=2023-07-04 03:42:53,Cell is out of service,The cell CGID reported by the Node B after audit is zero.
Minor,Equipment Alarm,3G_HNN053M_BDH(355),"Equipment=1,Rack(MO SDR)=52,Shelf(MO SDR)=1","","",FCE board not-configured alarm(198096408),"The FCE board is not configured in the network management system, but the FCE board is actually connected.",2023-07-04 03:43:54,"",ME(MO SDR),U RNCId: 3350; U nodeBId:355,Unacknowledged,"","","","","","","",UMTS,8101,1662661135594,10.248.199.38,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"",00:01:10,2023-07-04 03:45:04,"","","",Normal,355,3G_HNN053M_BDH,RU,52,RRU,"","product:public,wcdma",uid=355#uuserlabel=#ufid=355#,FCE board not-configured alarm,""
Major,Communications Alarm,RNC_3353Z_QNM(3353),"EQRNCID=3353,RACKNO=1,SHELFNO=2,SLOTNO=8,CPUNO=2",3G_TKY016M_QNM(125),"",Association link broken(198066019),1. The association is released in dynamic data management. 2. Association configuration is modified at local end. 3. Association is released at opposite end. 4. Bottom layer link is faulty.,2023-07-04 03:44:42,"",ME(UMTS),Association ID:225; Home module:7; Alarm reason:Abort request from remote peer received; User type:NBAP; Office ID:0,Unacknowledged,"","","","","","","",UMTS,50878,1662661135596,10.9.53.129,"","OMCR_RNC_3353Z_QNM,SUBNET(UMTS)(3353)",OMCR_RNC_3353Z_QNM,Controller Public Alarm(V3),"",00:01:22,2023-07-04 03:46:04,"","","",Normal,125,3G_TKY016M_QNM,Association,225,3G_TKY016M_QNM$225:NBAP:225,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3353Z_QNM#RAISETIME=2023-07-04 03:44:42,Association link broken,1. The association is released in dynamic data management. 2. Association configuration is modified at local end. 3. Association is released at opposite end. 4. Bottom layer link is faulty.
Critical,Processing Error Alarm,RNC_3353Z_QNM(3353),"EQRNCID=3353,RACKNO=1,SHELFNO=2,SLOTNO=8,CPUNO=2",3G_TKY016M_QNM(125),"",NodeB is out of service(198083023),NCP link failure,2023-07-04 03:44:52,"",ME(UMTS),NodeB ID:125; Alarm sub code:2; Iub Transport bearer type:IP V4 Bearer Type; Link Number:1; Link ID list:225,Unacknowledged,"","","","","","","",UMTS,50879,1662661135597,10.9.53.129,"","OMCR_RNC_3353Z_QNM,SUBNET(UMTS)(3353)",OMCR_RNC_3353Z_QNM,UMTS Controller Alarm(V3),"",00:01:12,2023-07-04 03:46:04,"","","",Normal,125,3G_TKY016M_QNM,NODEB,125,3G_TKY016M_QNM,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3353Z_QNM#RAISETIME=2023-07-04 03:44:52,NodeB is out of service,NCP link failure
