Active Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Path Name,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Critical,Processing Error Alarm,4G-VTH001M-BDH(420040),"Equipment=1,Rack(MO SDR)=61,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The RRU link is broken(198097605),1. The optical fiber between the BBU and the RRU or between upper-level and lower-level RRUs is not operating properly. 2. The optical module of the RRU or the optical module of the uplink BBU is faulty. 3. The RRU is not powered. 4. The interface board of the BBU is faulty. 5. The RRU is faulty. 6. The lr line bit rate is not correctly set.,2023-07-04 03:29:28,"",ME(MO SDR),"The optical attenuation of the link corresponding to optical port 1 is too large; Board serial number: 219236381376; L eNBId:420040; Topology: Optical board=(1,1,8), Optical board port=3, Optical board port type is SFP, Fault board rack=61, Fault board main cascade=1; L: Cell ID=17",Unacknowledged,"","","","","","","",LTE FDD,1198,1662661135561,10.225.117.167,"","MO SDR_OMMB2_VNPT,BDH(42000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",420040,4G-VTH001M-BDH,RU,61,SubRack-1,R8862A S1800(B6A),"product:public,ltefdd",fddid=420040#fdduserlabel=4G-VTH001M-BDH#fddfid=420040,The RRU link is broken,""
Minor,Equipment Alarm,4G-BTH026M-QBH(500311),"Equipment=1,Rack(MO SDR)=55,Shelf(MO SDR)=1,Board(MO SDR)=1","","",External extended device fault(198098468),1. The external extended device is faulty. 2. The external extended device is configured with incorrect parameters. 3. The external extended device has a faulty connection. 4. The associated antenna is misplaced.,2023-07-04 03:30:32,"",ME(MO SDR),"AISG Device ID: 1,Communication link is broken,Rack ID: 55,Device type: MULTI_RET; Board serial number: 219165774230; L eNBId:500311; Topology: Optical board=(1,1,8), Optical board port=1, Optical board port type is SFP, Fault board rack=55, Fault board main cascade=1; L: Cell ID=12",Unacknowledged,"","","","","","","",LTE FDD,323,1662661135562,10.225.83.153,"","MO SDR_OMMB3_VNPT,QBH(50000)",MO SDR_OMMB3_VNPT,Platform Alarm,"","",500311,4G-BTH026M-QBH,RU,55,SubRack-1,R8854 S1800(A4A),"product:public,ltefdd",uid=261#uuserlabel=#ufid=261#gid=113#guserlabel=#gfid=113#fddid=500311#fdduserlabel=4G-BTH026M-QBH#fddfid=500311,External extended device fault,""
Minor,Equipment Alarm,4G-BTH026M-QBH(500311),"Equipment=1,Rack(MO SDR)=55,Shelf(MO SDR)=1,Board(MO SDR)=1","","",External extended device fault(198098468),1. The external extended device is faulty. 2. The external extended device is configured with incorrect parameters. 3. The external extended device has a faulty connection. 4. The associated antenna is misplaced.,2023-07-04 03:30:32,"",ME(MO SDR),"AISG Device ID: 2,Communication link is broken,Rack ID: 55,Device type: MULTI_RET; Board serial number: 219165774230; L eNBId:500311; Topology: Optical board=(1,1,8), Optical board port=1, Optical board port type is SFP, Fault board rack=55, Fault board main cascade=1; L: Cell ID=12",Unacknowledged,"","","","","","","",LTE FDD,324,1662661135563,10.225.83.153,"","MO SDR_OMMB3_VNPT,QBH(50000)",MO SDR_OMMB3_VNPT,Platform Alarm,"","",500311,4G-BTH026M-QBH,RU,55,SubRack-1,R8854 S1800(A4A),"product:public,ltefdd",uid=261#uuserlabel=#ufid=261#gid=113#guserlabel=#gfid=113#fddid=500311#fdduserlabel=4G-BTH026M-QBH#fddfid=500311,External extended device fault,""
Major,Equipment Alarm,GU_TPC020M_QNM(275),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 03:30:51,"",ME(MO SDR),"G BSCId: 350; U RNCId: 3353; Control voltage abnormal; Board serial number: 254437700192; U nodeBId:275,G siteId:275",Unacknowledged,"","","","","","","","UMTS,GSM",10211,1662661135565,10.248.192.250,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"","",275,GU_TPC020M_QNM,SDR,275,GU_TPC020M_QNM,CC,"product:public,wcdma,gv3",uid=275#uuserlabel=#ufid=275#gid=275#guserlabel=#gfid=275,Lost of synchronization,""
Major,Equipment Alarm,3G_QNN064M_BDH(2),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 03:30:56,"",ME(MO SDR),U RNCId: 3009; Control voltage abnormal; Board serial number: 246854300233; U nodeBId:2,Unacknowledged,"","","","","","","",UMTS,1360,1662661135566,10.248.199.194,"","MO_OMCB_RNC_3009Z_BDH,OMCB-3009(3009)",MO_OMCB_RNC_3009Z_BDH,Platform Alarm,"","",2,3G_QNN064M_BDH,SDR,2,3G_QNN064M_BDH,CC,"product:public,wcdma",uid=2#uuserlabel=#ufid=2,Lost of synchronization,""
Minor,Communications Alarm,GU_QDN022M_HUE(158),"","","",Cell interruption alarm(198087342),1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters is incorrect.,2023-07-04 03:31:31,"",BTS(GV3),Site ID:158; Bts ID:8; Trx ID:255; Rack ID:255; Shelf ID:255; Panel ID:255,Unacknowledged,"","","","","","","",GSM,12485,1662661135567,"","","OMCR_BSC_356Z_DNG,BSC_356(399),BSC_356Z_DNG(399),BSC_356Z_DNG(399)",OMCR_BSC_356Z_DNG,GSM Controller Alarm(V3),"","",158,GU_QDN022M_HUE,CELL,8,2G_QDN022M12_HUE,"","product:gv3,gv3",CRC=0#MO=301#OTYPE=GBtsSiteManager#NENAME=BSC_356Z_DNG#RAISETIME=2023-07-04 03:31:31#CID=8#CNAME=2G_QDN022M12_HUE,Cell interruption alarm,1. The link between the BSC and the site that the cell belongs to is broken. 2. The BCCH TRX of the cell is faulty. 3. The cell is manually blocked. 4. The configuration of related cell parameters ...
Major,Equipment Alarm,GU_QDN022M_HUE(283),"Equipment=1,Rack(MO SDR)=3,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Carrier downlink data problem(198098471),1. The downlink IQ channel receives incorrect data. 2. An optical fiber is disconnected.,2023-07-04 03:32:02,"",ME(MO SDR),"G BSCId: 356; U RNCId: 3355; -ANT1, GSM carrier ID: 0, 60ms loss; Board serial number: 219000353769; U nodeBId:283,G siteId:158; Topology: Optical board=(1,1,4), Optical board port=4, Optical board port type is SFP, Fault board rack=3, Fault board main cascade=1",Unacknowledged,"","","","","","","","UMTS,GSM",92,1662661135568,10.248.183.171,"","OMCB_RNC_3355Z_DNG,RNC_3355Z_HUE(3355)",OMCB_RNC_3355Z_DNG,Platform Alarm,"","",283,GU_QDN022M_HUE,RU,3,"",RSU60E-GU908,"product:public,wcdma,gv3",uid=283#uuserlabel=#ufid=283#gid=158#guserlabel=#gfid=158,Carrier downlink data problem,""
Minor,Equipment Alarm,3G_HNN053M_BDH(355),"Equipment=1,Rack(MO SDR)=52,Shelf(MO SDR)=1","","",FCE board not-configured alarm(198096408),"The FCE board is not configured in the network management system, but the FCE board is actually connected.",2023-07-04 03:32:54,"",ME(MO SDR),U RNCId: 3350; U nodeBId:355,Unacknowledged,"","","","","","","",UMTS,8097,1662661135571,10.248.199.38,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",355,3G_HNN053M_BDH,RU,52,RRU,"","product:public,wcdma",uid=355#uuserlabel=#ufid=355#,FCE board not-configured alarm,""
Major,Equipment Alarm,3G_PMY052M_BDH(425),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 03:33:02,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254437700025; U nodeBId:425,Unacknowledged,"","","","","","","",UMTS,34186,1662661135572,10.248.199.152,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",425,3G_PMY052M_BDH,SDR,425,3G_PMY052M_BDH,CC,"product:public,wcdma",uid=425#uuserlabel=#ufid=425#,Lost of synchronization,""
Total Count:,9,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
