Active Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Path Name,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Major,Equipment Alarm,3G_MDC029M_QNI(387),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 10:58:56,"",ME(MO SDR),U RNCId: 3351; Control voltage abnormal; Board serial number: 254178301135; U nodeBId:387,Unacknowledged,"","","","","","","",UMTS,288,1662661138019,10.248.205.247,"","MO_OMCB_RNC_3351Z_QNI,Subnet(MO SDR)(3351)",MO_OMCB_RNC_3351Z_QNI,Platform Alarm,"","",387,3G_MDC029M_QNI,SDR,387,3G_MDC029M_QNI,CC,"product:public,wcdma",uid=387#uuserlabel=#ufid=387,Lost of synchronization,""
Minor,Equipment Alarm,UL-PCT049M-BDH(420678),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=4","","",Unavailable optical module(198098318),1. No optical/electrical module is inserted into the optical port. 2. The optical/electrical module is not inserted properly. 3. The optical/electrical module is in bad contact with the board due to pollution. 4. The optical/electrical module is damaged. 5. The port of the optical/electrical module is damaged.,2023-07-04 10:59:21,"",ME(MO SDR),"U RNCId: 3350; Optical port 0; Optical module is not in position; Board serial number: 742899300613; U nodeBId:412,L eNBId:420678",Unacknowledged,"","","","","","","","UMTS,LTE FDD",27,1662661138022,10.225.119.104,"","MO SDR_OMMB2_VNPT,BDH(42000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",420678,UL-PCT049M-BDH,SDR,420678,UL-PCT049M-BDH,FS,"product:public,wcdma,ltefdd",uid=412#uuserlabel=#ufid=412#fddid=420678#fdduserlabel=UL-PCT049M-BDH#fddfid=420678,Unavailable optical module,""
Minor,Equipment Alarm,UL-PCT049M-BDH(420678),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=4","","",Unavailable optical module(198098318),1. No optical/electrical module is inserted into the optical port. 2. The optical/electrical module is not inserted properly. 3. The optical/electrical module is in bad contact with the board due to pollution. 4. The optical/electrical module is damaged. 5. The port of the optical/electrical module is damaged.,2023-07-04 10:59:21,"",ME(MO SDR),"U RNCId: 3350; Optical port 1; Optical module is not in position; Board serial number: 742899300613; U nodeBId:412,L eNBId:420678",Unacknowledged,"","","","","","","","UMTS,LTE FDD",28,1662661138023,10.225.119.104,"","MO SDR_OMMB2_VNPT,BDH(42000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",420678,UL-PCT049M-BDH,SDR,420678,UL-PCT049M-BDH,FS,"product:public,wcdma,ltefdd",uid=412#uuserlabel=#ufid=412#fddid=420678#fdduserlabel=UL-PCT049M-BDH#fddfid=420678,Unavailable optical module,""
Minor,Equipment Alarm,UL-PCT049M-BDH(420678),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=4","","",Unavailable optical module(198098318),1. No optical/electrical module is inserted into the optical port. 2. The optical/electrical module is not inserted properly. 3. The optical/electrical module is in bad contact with the board due to pollution. 4. The optical/electrical module is damaged. 5. The port of the optical/electrical module is damaged.,2023-07-04 10:59:21,"",ME(MO SDR),"U RNCId: 3350; Optical port 2; Optical module is not in position; Board serial number: 742899300613; U nodeBId:412,L eNBId:420678",Unacknowledged,"","","","","","","","UMTS,LTE FDD",29,1662661138024,10.225.119.104,"","MO SDR_OMMB2_VNPT,BDH(42000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",420678,UL-PCT049M-BDH,SDR,420678,UL-PCT049M-BDH,FS,"product:public,wcdma,ltefdd",uid=412#uuserlabel=#ufid=412#fddid=420678#fdduserlabel=UL-PCT049M-BDH#fddfid=420678,Unavailable optical module,""
Minor,Equipment Alarm,4G-SCU024M-PYN(490201),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Room Door Open Alarm(198092556),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 10:59:59,"",ME(MO SDR),Dry contact ID: 6; Board serial number: 724397500732; L eNBId:490201,Unacknowledged,"","","","","","","",LTE FDD,173,1662661138028,10.225.123.130,"","MO SDR_OMMB2_VNPT,PYN(49000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",490201,4G-SCU024M-PYN,SDR,490201,4G-SCU024M-PYN,SA,"product:public,ltefdd",fddid=490201#fdduserlabel=4G-SCU024M-PYN#fddfid=490201,Room Door Open Alarm,""
Major,Equipment Alarm,3G_PMY052M_BDH(425),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 11:00:28,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254437700025; U nodeBId:425,Unacknowledged,"","","","","","","",UMTS,34224,1662661138030,10.248.199.152,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",425,3G_PMY052M_BDH,SDR,425,3G_PMY052M_BDH,CC,"product:public,wcdma",uid=425#uuserlabel=#ufid=425#,Lost of synchronization,""
Critical,Processing Error Alarm,RNC_3355Z_HUE(3355),"EQRNCID=3355,RACKNO=1,SHELFNO=3,SLOTNO=12,CPUNO=1",GU_QDN022M_HUE(283),"",Cell is out of service(198083022),The cell CGID reported by the Node B after audit is zero.,2023-07-04 11:00:50,"",ME(UMTS),NodeB ID:283; Cell ID:12832; Alarm sub code:8; Cell support MBMS or not:Cell does not support MBMS; Slave No.:15; the Module No. of the board:1; Unit No. of the board:15; Processor No. of the board:1; Subsystem No. of the board:1,Unacknowledged,"","","","","","","",UMTS,12324,1662661138032,10.9.55.129,"","OMCR_RNC_3355Z_DNG,SUBNET(UMTS)(3355)",OMCR_RNC_3355Z_DNG,UMTS Controller Alarm(V3),"","",283,GU_QDN022M_HUE,CELL,12832,3G_QDN022M42_HUE,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3355Z_HUE#RAISETIME=2023-07-04 11:00:50,Cell is out of service,The cell CGID reported by the Node B after audit is zero.
Minor,Equipment Alarm,3G_TAN009M_PYN(184),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 10:59:31,"",ME(MO SDR),U RNCId: 3007; Dry contact ID: 4; Board serial number: 711815000703; U nodeBId:184,Unacknowledged,"","","","","","","",UMTS,51,1662661138033,10.248.202.82,"","OMCB_RNC_3007Z_PYN,Subnet(MO SDR)(3007)",OMCB_RNC_3007Z_PYN,Platform Alarm,"","",184,3G_TAN009M_PYN,SDR,184,3G_TAN009M_PYN,SA,"product:public,wcdma",uid=184#uuserlabel=#ufid=184,User-defined dry contact alarm 1,""
Major,Processing Error Alarm,4G-THA045M-QBH(500513),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",The board is being initialized(198092348),1. The board resetting command is executed. 2. The board is powered on. 3. The board automatically resets due to software error.,2023-07-04 11:01:09,"",ME(MO SDR),Board serial number: 740081400784; L eNBId:500513,Unacknowledged,"","","","","","","",LTE FDD,686,1662661138036,10.225.165.89,"","MO SDR_OMMB3_VNPT,QBH(50000)",MO SDR_OMMB3_VNPT,Platform Alarm,"","",500513,4G-THA045M-QBH,SDR,500513,4G-THA045M-QBH,SA,"product:public,ltefdd",fddid=500513#fdduserlabel=4G-THA045M-QBH#fddfid=500513,The board is being initialized,""
Minor,Equipment Alarm,SR-TPC018M-QNM(510276),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 11:01:26,"",ME(MO SDR),"G BSCId: 353; U RNCId: 3353; Dry contact ID: 0; Board serial number: 285879701558; U nodeBId:123,G siteId:123,L eNBId:510276",Unacknowledged,"","","","","","","","UMTS,GSM,LTE FDD",1078,1662661138038,10.225.109.147,"","MO SDR_OMMB1_VNPT,QNM(51000)",MO SDR_OMMB1_VNPT,Platform Alarm,"","",510276,SR-TPC018M-QNM,SDR,510276,SR-TPC018M-QNM,SA,"product:public,wcdma,gv3,ltefdd",uid=123#uuserlabel=#ufid=123#gid=123#guserlabel=#gfid=123#fddid=510276#fdduserlabel=SR-TPC018M-QNM#fddfid=510276,Mains Failure Alarm,""
