Active Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Path Name,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Critical,Equipment Alarm,4G-DXN009M-PYN(490171),"Equipment=1,Rack(MO SDR)=55,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Device power down(198092295),1. The mains is abnormal. 2. The external power supply device is faulty.,2023-07-04 07:03:48,"",ME(MO SDR),"Power type: DC; Board serial number: 219235563126; L eNBId:490171; Topology: Optical board=(1,1,8), Optical board port=1, Optical board port type is SFP, Fault board rack=55, Fault board main cascade=1; L: Cell ID=12",Unacknowledged,"","","","","","","",LTE FDD,223,1662661136355,10.225.125.5,"","MO SDR_OMMB2_VNPT,PYN(49000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",490171,4G-DXN009M-PYN,RU,55,SubRack-1,R8862A S1800(B6A),"product:public,ltefdd",fddid=490171#fdduserlabel=4G-DXN009M-PYN#fddfid=490171,Device power down,""
Minor,Equipment Alarm,4G-VLH042M-QTI(530160),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 07:03:50,"",ME(MO SDR),Dry contact ID: 0; Board serial number: 249186100180; L eNBId:530160,Unacknowledged,"","","","","","","",LTE FDD,858,1662661136356,10.225.85.135,"","MO SDR_OMMB2_VNPT,QTI(53000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",530160,4G-VLH042M-QTI,SDR,530160,4G-VLH042M-QTI,SA,"product:public,ltefdd",fddid=530160#fdduserlabel=4G-VLH042M-QTI#fddfid=530160,Mains Failure Alarm,""
Critical,Processing Error Alarm,RNC_3007Z_PYN(3007),"EQRNCID=3007,RACKNO=1,SHELFNO=2,SLOTNO=4,CPUNO=2",GU_DXN009M_PYN(142),"",Cell is out of service(198083022),The cell CGID reported by the Node B after audit is zero.,2023-07-04 07:02:34,"",ME(UMTS),NodeB ID:142; Cell ID:21421; Alarm sub code:8; Cell support MBMS or not:Cell does not support MBMS; Slave No.:3; User plane resource Unit ID:5; the Module No. of the board:1; Unit No. of the board:15; Processor No. of the board:1; Subsystem No. of the board:1,Unacknowledged,"","","","","","","",UMTS,19686,1662661136357,10.9.7.129,"","OMCR_RNC_3007Z_PYN,3007Z_DNG(3007)",OMCR_RNC_3007Z_PYN,UMTS Controller Alarm(V3),"","",142,GU_DXN009M_PYN,CELL,21421,3G_DXN009R11_PYN,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3007Z_PYN#RAISETIME=2023-07-04 07:02:34,Cell is out of service,The cell CGID reported by the Node B after audit is zero.
Critical,Processing Error Alarm,RNC_3007Z_PYN(3007),"EQRNCID=3007,RACKNO=1,SHELFNO=2,SLOTNO=4,CPUNO=2",GU_DXN009M_PYN(142),"",Cell is out of service(198083022),The cell CGID reported by the Node B after audit is zero.,2023-07-04 07:02:34,"",ME(UMTS),NodeB ID:142; Cell ID:21424; Alarm sub code:8; Cell support MBMS or not:Cell does not support MBMS; Slave No.:1; User plane resource Unit ID:6; the Module No. of the board:1; Unit No. of the board:14; Processor No. of the board:1; Subsystem No. of the board:1,Unacknowledged,"","","","","","","",UMTS,19687,1662661136358,10.9.7.129,"","OMCR_RNC_3007Z_PYN,3007Z_DNG(3007)",OMCR_RNC_3007Z_PYN,UMTS Controller Alarm(V3),"","",142,GU_DXN009M_PYN,CELL,21424,3G_DXN009R21_PYN,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3007Z_PYN#RAISETIME=2023-07-04 07:02:34,Cell is out of service,The cell CGID reported by the Node B after audit is zero.
Minor,Equipment Alarm,4G-STH001M-QNI(520103),"Equipment=1,Rack(MO SDR)=53,Shelf(MO SDR)=1,Board(MO SDR)=1","","",External extended device fault(198098468),1. The external extended device is faulty. 2. The external extended device is configured with incorrect parameters. 3. The external extended device has a faulty connection. 4. The associated antenna is misplaced.,2023-07-04 07:04:09,"",ME(MO SDR),"AISG port /NSBT port /EMB port are closed because of over current; Board serial number: 219118051099; L eNBId:520103; Topology: Optical board=(1,1,8), Optical board port=2, Optical board port type is SFP, Fault board rack=53, Fault board main cascade=1; L: Cell ID=13",Unacknowledged,"","","","","","","",LTE FDD,487,1662661136359,10.225.115.99,"","MO SDR_OMMB1_VNPT,QNI(52000)",MO SDR_OMMB1_VNPT,Platform Alarm,"","",520103,4G-STH001M-QNI,RU,53,SubRack-1,R8854 S1800(A4A),"product:public,ltefdd",uid=82#uuserlabel=#ufid=82#fddid=520103#fdduserlabel=4G-STH001M-QNI#fddfid=520103,External extended device fault,""
Major,Equipment Alarm,GU_DBN023M_QNM(26),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 07:04:31,"",ME(MO SDR),"G BSCId: 352; U RNCId: 3352; Control voltage abnormal; Board serial number: 254178300017; U nodeBId:26,G siteId:26",Unacknowledged,"","","","","","","","UMTS,GSM",31183,1662661136360,10.248.191.195,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"","",26,GU_DBN023M_QNM,SDR,26,GU_DBN023M_QNM,CC,"product:public,wcdma,gv3",uid=26#uuserlabel=GU_DBN023M_QNM#ufid=26#gid=26#guserlabel=#gfid=26,Lost of synchronization,""
Major,Quality of Service Alarm,4G-DXN009M-PYN(490171),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",LTE cell outage(198094419),"1. The S1 link is faulty. 2. The CC board, BP board, or RRU for the cell is faulty. 3. The cell is not configured successfully. 4. The clock is unlocked. 5. Product process running on the business load sharing auxiliary CC board is abnormal.",2023-07-04 07:04:47,"",ME(MO SDR),"Cell user label: 4G-DXN009R12-PYN, Cell ID: 12,  Caused by RRU board fault; Cell type: normal cell, 70001000; Board serial number: 717461701307; L eNBId:490171",Unacknowledged,"","","","","","","",LTE FDD,224,1662661136363,10.225.125.5,"","MO SDR_OMMB2_VNPT,PYN(49000)",MO SDR_OMMB2_VNPT,LTE FDD Alarm,"","",490171,4G-DXN009M-PYN,CELL,12,4G-DXN009R12-PYN,CCC,"product:ltefdd,ltefdd",fddid=490171#fdduserlabel=4G-DXN009M-PYN#fddfid=490171,LTE cell outage,""
Critical,Processing Error Alarm,GU_DXN009M_PYN(142),"Equipment=1,Rack(MO SDR)=55,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The RRU link is broken(198097605),1. The optical fiber between the BBU and the RRU or between upper-level and lower-level RRUs is not operating properly. 2. The optical module of the RRU or the optical module of the uplink BBU is faulty. 3. The RRU is not powered. 4. The interface board of the BBU is faulty. 5. The RRU is faulty. 6. The lr line bit rate is not correctly set.,2023-07-04 07:03:34,"",ME(MO SDR),"U RNCId: 3007; The optical module of rack-shelf-slot-optical port number [1-1-3-4] is not operating properly; Board serial number: 219997725035; U nodeBId:142; Topology: Optical board=(1,1,3), Optical board port=4, Optical board port type is SFP, Fault board rack=55, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,734,1662661136365,10.248.201.94,"","OMCB_RNC_3007Z_PYN,Subnet(MO SDR)(3007)",OMCB_RNC_3007Z_PYN,Platform Alarm,"","",142,GU_DXN009M_PYN,RU,55,RRU,RTR-U216,"product:public,wcdma",uid=142#uuserlabel=#ufid=142#gid=42#guserlabel=#gfid=42,The RRU link is broken,""
Major,Equipment Alarm,3G_PMY052M_BDH(425),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 07:05:28,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254437700025; U nodeBId:425,Unacknowledged,"","","","","","","",UMTS,34204,1662661136366,10.248.199.152,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",425,3G_PMY052M_BDH,SDR,425,3G_PMY052M_BDH,CC,"product:public,wcdma",uid=425#uuserlabel=#ufid=425#,Lost of synchronization,""
Major,Equipment Alarm,3G_HNN074M_BDH(469),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 07:05:33,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254178300966; U nodeBId:469,Unacknowledged,"","","","","","","",UMTS,13778,1662661136367,10.248.200.77,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",469,3G_HNN074M_BDH,SDR,469,3G_HNN074M_BDH,CC,"product:public,wcdma",uid=469#uuserlabel=#ufid=469,Lost of synchronization,""
Minor,Equipment Alarm,GU_SHA029M_PYN(234),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 07:04:37,"",ME(MO SDR),"G BSCId: 351; U RNCId: 3007; Dry contact ID: 4; Board serial number: 712300900954; U nodeBId:234,G siteId:148",Unacknowledged,"","","","","","","","UMTS,GSM",38,1662661136369,10.248.201.182,"","OMCB_RNC_3007Z_PYN,Subnet(MO SDR)(3007)",OMCB_RNC_3007Z_PYN,Platform Alarm,"","",234,GU_SHA029M_PYN,SDR,234,GU_SHA029M_PYN,SA,"product:public,wcdma,gv3",uid=234#uuserlabel=#ufid=234#gid=148#guserlabel=#gfid=148,User-defined dry contact alarm 1,""
Critical,Equipment Alarm,GU_SHA029M_PYN(234),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Rectifier Failure Alarm(198092551),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 07:04:43,"",ME(MO SDR),"G BSCId: 351; U RNCId: 3007; Dry contact ID: 5; Board serial number: 712300900954; U nodeBId:234,G siteId:148",Unacknowledged,"","","","","","","","UMTS,GSM",39,1662661136370,10.248.201.182,"","OMCB_RNC_3007Z_PYN,Subnet(MO SDR)(3007)",OMCB_RNC_3007Z_PYN,Platform Alarm,"","",234,GU_SHA029M_PYN,SDR,234,GU_SHA029M_PYN,SA,"product:public,wcdma,gv3",uid=234#uuserlabel=#ufid=234#gid=148#guserlabel=#gfid=148,User-defined dry contact alarm 2,""
Critical,Processing Error Alarm,RNC_3355Z_HUE(3355),"EQRNCID=3355,RACKNO=1,SHELFNO=3,SLOTNO=4,CPUNO=1",3G_HTA027M_HUE(263),"",Cell is out of service(198083022),The cell CGID reported by the Node B after audit is zero.,2023-07-04 07:07:24,"",ME(UMTS),NodeB ID:263; Cell ID:22631; Alarm sub code:8; Cell support MBMS or not:Cell does not support MBMS; Slave No.:11; User plane resource Unit ID:2; the Module No. of the board:1; Unit No. of the board:15; Processor No. of the board:1; Subsystem No. of the board:4,Unacknowledged,"","","","","","","",UMTS,12319,1662661136375,10.9.55.129,"","OMCR_RNC_3355Z_DNG,SUBNET(UMTS)(3355)",OMCR_RNC_3355Z_DNG,UMTS Controller Alarm(V3),"","",263,3G_HTA027M_HUE,CELL,22631,3G_HTA027R11_HUE,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3355Z_HUE#RAISETIME=2023-07-04 07:07:24,Cell is out of service,The cell CGID reported by the Node B after audit is zero.
Critical,Processing Error Alarm,RNC_3355Z_HUE(3355),"EQRNCID=3355,RACKNO=1,SHELFNO=3,SLOTNO=4,CPUNO=1",3G_HTA027M_HUE(263),"",Cell is out of service(198083022),The cell CGID reported by the Node B after audit is zero.,2023-07-04 07:07:24,"",ME(UMTS),NodeB ID:263; Cell ID:22634; Alarm sub code:8; Cell support MBMS or not:Cell does not support MBMS; Slave No.:13; User plane resource Unit ID:8; the Module No. of the board:1; Unit No. of the board:14; Processor No. of the board:1; Subsystem No. of the board:4,Unacknowledged,"","","","","","","",UMTS,12320,1662661136376,10.9.55.129,"","OMCR_RNC_3355Z_DNG,SUBNET(UMTS)(3355)",OMCR_RNC_3355Z_DNG,UMTS Controller Alarm(V3),"","",263,3G_HTA027M_HUE,CELL,22634,3G_HTA027R21_HUE,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3355Z_HUE#RAISETIME=2023-07-04 07:07:24,Cell is out of service,The cell CGID reported by the Node B after audit is zero.
Major,Equipment Alarm,GU_PCT034M_BDH(303),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 07:07:45,"",ME(MO SDR),"G BSCId: 350; U RNCId: 3350; Control voltage abnormal; Board serial number: 254437701034; U nodeBId:303,G siteId:197",Unacknowledged,"","","","","","","","UMTS,GSM",238,1662661136377,10.248.198.139,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",303,GU_PCT034M_BDH,SDR,303,GU_PCT034M_BDH,CC,"product:public,wcdma,gv3",uid=303#uuserlabel=#ufid=303#gid=197#guserlabel=#gfid=197,Lost of synchronization,""
Major,Equipment Alarm,GU_DXN029M_PYN(290),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 07:06:32,"",ME(MO SDR),"G BSCId: 351; U RNCId: 3007; Control voltage abnormal; Board serial number: 254314600627; U nodeBId:290,G siteId:290",Unacknowledged,"","","","","","","","UMTS,GSM",34027,1662661136380,10.248.201.110,"","OMCB_RNC_3007Z_PYN,Subnet(MO SDR)(3007)",OMCB_RNC_3007Z_PYN,Platform Alarm,"","",290,GU_DXN029M_PYN,SDR,290,GU_DXN029M_PYN,CC,"product:public,wcdma,gv3",uid=290#uuserlabel=#ufid=290#gid=290#guserlabel=#gfid=290,Lost of synchronization,""
Critical,Equipment Alarm,GU_ANN002M_BDH(75),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Rectifier Failure Alarm(198092551),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 07:08:08,"",ME(MO SDR),"G BSCId: 350; U RNCId: 3009; Dry contact ID: 5; Board serial number: 249511200707; U nodeBId:75,G siteId:211",Unacknowledged,"","","","","","","","UMTS,GSM",226,1662661136382,10.248.198.245,"","MO_OMCB_RNC_3009Z_BDH,OMCB-3009(3009)",MO_OMCB_RNC_3009Z_BDH,Platform Alarm,"","",75,GU_ANN002M_BDH,SDR,75,GU_ANN002M_BDH,SA,"product:public,wcdma,gv3",uid=75#uuserlabel=#ufid=75#gid=211#guserlabel=#gfid=211,User-defined dry contact alarm 2,""
Critical,Processing Error Alarm,RNC_3002Z_PYN(3002),"EQRNCID=3002,RACKNO=1,SHELFNO=2,SLOTNO=4,CPUNO=2",3G_SHH024M_PYN(311),"",Cell is out of service(198083022),The cell CGID reported by the Node B after audit is zero.,2023-07-04 07:08:15,"",ME(UMTS),NodeB ID:311; Cell ID:23112; Alarm sub code:8; Cell support MBMS or not:Cell does not support MBMS; Slave No.:13; User plane resource Unit ID:19; the Module No. of the board:1; Unit No. of the board:7; Processor No. of the board:1; Subsystem No. of the board:1,Unacknowledged,"","","","","","","",UMTS,34923,1662661136383,10.9.2.129,"","OMCR_RNC_3002Z_PYN,3002Z_PYN(3002)",OMCR_RNC_3002Z_PYN,UMTS Controller Alarm(V3),"","",311,3G_SHH024M_PYN,CELL,23112,3G_SHH024R12_PYN,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3002Z_PYN#RAISETIME=2023-07-04 07:08:15,Cell is out of service,The cell CGID reported by the Node B after audit is zero.
Critical,Processing Error Alarm,RNC_3002Z_PYN(3002),"EQRNCID=3002,RACKNO=1,SHELFNO=2,SLOTNO=4,CPUNO=2",3G_SHH024M_PYN(311),"",Cell is out of service(198083022),The cell CGID reported by the Node B after audit is zero.,2023-07-04 07:08:15,"",ME(UMTS),NodeB ID:311; Cell ID:23115; Alarm sub code:8; Cell support MBMS or not:Cell does not support MBMS; Slave No.:2; User plane resource Unit ID:7; the Module No. of the board:1; Unit No. of the board:16; Processor No. of the board:1; Subsystem No. of the board:1,Unacknowledged,"","","","","","","",UMTS,34924,1662661136384,10.9.2.129,"","OMCR_RNC_3002Z_PYN,3002Z_PYN(3002)",OMCR_RNC_3002Z_PYN,UMTS Controller Alarm(V3),"","",311,3G_SHH024M_PYN,CELL,23115,3G_SHH024R22_PYN,RCB,"product:wcdma,wcdma",CRC=0#MO=301#OTYPE=UIubLink#NENAME=RNC_3002Z_PYN#RAISETIME=2023-07-04 07:08:15,Cell is out of service,The cell CGID reported by the Node B after audit is zero.
Major,Equipment Alarm,3G_DPO041M_QNI(434),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 07:08:19,"",ME(MO SDR),U RNCId: 3351; Control voltage abnormal; Board serial number: 254399201107; U nodeBId:434,Unacknowledged,"","","","","","","",UMTS,6550,1662661136385,10.248.195.205,"","MO_OMCB_RNC_3351Z_QNI,Subnet(MO SDR)(3351)",MO_OMCB_RNC_3351Z_QNI,Platform Alarm,"","",434,3G_DPO041M_QNI,SDR,434,3G_DPO041M_QNI,CC,"product:public,wcdma",uid=434#uuserlabel=#ufid=434,Lost of synchronization,""
Major,Equipment Alarm,GU_DXN023M_QNM(89),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 07:08:22,"",ME(MO SDR),"G BSCId: 352; U RNCId: 3352; Control voltage abnormal; Board serial number: 254233600296; U nodeBId:89,G siteId:89",Unacknowledged,"","","","","","","","UMTS,GSM",30103,1662661136386,10.248.192.166,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"","",89,GU_DXN023M_QNM,SDR,89,GU_DXN023M_QNM,CC,"product:public,wcdma,gv3",uid=89#uuserlabel=GU_DXN023M_QNM#ufid=89#gid=89#guserlabel=#gfid=89,Lost of synchronization,""
Critical,Processing Error Alarm,3G_HTA027M_HUE(263),"Equipment=1,Rack(MO SDR)=54,Shelf(MO SDR)=1,Board(MO SDR)=1","","",The RRU link is broken(198097605),1. The optical fiber between the BBU and the RRU or between upper-level and lower-level RRUs is not operating properly. 2. The optical module of the RRU or the optical module of the uplink BBU is faulty. 3. The RRU is not powered. 4. The interface board of the BBU is faulty. 5. The RRU is faulty. 6. The lr line bit rate is not correctly set.,2023-07-04 07:08:28,"",ME(MO SDR),"U RNCId: 3355; The optical module of rack-shelf-slot-optical port number [1-1-3-3] is not operating properly; Board serial number: 219997356709; U nodeBId:263; Topology: Optical board=(1,1,3), Optical board port=3, Optical board port type is SFP, Fault board rack=54, Fault board main cascade=1",Unacknowledged,"","","","","","","",UMTS,138,1662661136387,10.248.183.198,"","OMCB_RNC_3355Z_DNG,RNC_3355Z_HUE(3355)",OMCB_RNC_3355Z_DNG,Platform Alarm,"","",263,3G_HTA027M_HUE,RU,54,"",RTR-U216,"product:public,wcdma",uid=263#uuserlabel=#ufid=263#,The RRU link is broken,""
Total Count:,22,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
