Active Alarm
Perceived Severity,Alarm Type,NE,Location,Additional NE,Additional Location,Alarm Code,Specific Problem,Raised Time,Changed Time,NE Type,Remark,ACK State,(Un)ACK Time,(Un)ACK User ID,(Un)ACK System ID,Comment Time,Comment,Comment User ID,Comment System ID,Product,Alarm Aid,Alarm ID,NE IP,Link,NE Group,NE Agent,System Type,Additional Information,Path Name,Custom Attribute 1,Custom Attribute 2,Custom Attribute 3,Custom Attribute 4,Custom Attribute 5,Custom Attribute 6,Custom Attribute 7,Custom Attribute 8,Custom Attribute 9,Custom Attribute 10
Major,Equipment Alarm,GU_GLH031M_QTI(263),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 09:43:43,"",ME(MO SDR),"G BSCId: 356; U RNCId: 3354; Control voltage abnormal; Board serial number: 254093301141; U nodeBId:263,G siteId:133",Unacknowledged,"","","","","","","","UMTS,GSM",61,1662661137436,10.248.179.166,"","MO_OMCB_RNC_3354Z_QTI,Subnet(MO SDR)(3354)",MO_OMCB_RNC_3354Z_QTI,Platform Alarm,"","",263,GU_GLH031M_QTI,SDR,263,GU_GLH031M_QTI,CC,"product:public,wcdma,gv3",uid=263#uuserlabel=#ufid=263#gid=133#guserlabel=#gfid=133,Lost of synchronization,""
Critical,Equipment Alarm,GU_DXN024M_QNM(131),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Rectifier Failure Alarm(198092551),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 09:43:55,"",ME(MO SDR),"U RNCId: 3352; Dry contact ID: 5; Board serial number: 711908300723; U nodeBId:131,G siteId:231",Unacknowledged,"","","","","","","","UMTS,GSM",222,1662661137437,10.248.190.164,"","OMCB_RNC_3352Z_QNM,Subnet(MO SDR)(3352)",OMCB_RNC_3352Z_QNM,Platform Alarm,"","",131,GU_DXN024M_QNM,SDR,131,GU_DXN024M_QNM,SA,"product:public,wcdma,gv3",uid=131#uuserlabel=GU_DXN024M_QNM#ufid=131#gid=231#guserlabel=#gfid=231,User-defined dry contact alarm 2,""
Major,Equipment Alarm,GU_TKY040M_QNM(294),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 09:44:57,"",ME(MO SDR),"G BSCId: 353; U RNCId: 3353; Control voltage abnormal; Board serial number: 254399200439; U nodeBId:294,G siteId:133",Unacknowledged,"","","","","","","","UMTS,GSM",1861,1662661137442,10.248.190.10,"","OMCB_RNC_3353Z_QNM,Subnet(MO SDR)(3353)",OMCB_RNC_3353Z_QNM,Platform Alarm,"","",294,GU_TKY040M_QNM,SDR,294,GU_TKY040M_QNM,CC,"product:public,wcdma,gv3",uid=294#uuserlabel=#ufid=294#gid=133#guserlabel=#gfid=133,Lost of synchronization,""
Major,Equipment Alarm,3G_DPO024M_QNI(110),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Board communication link interrupted(198097060),The link between this board and master main control board is faulty.,2023-07-04 09:44:58,"",ME(MO SDR),U RNCId: 3351; MCU link; Downlink break; U nodeBId:110,Unacknowledged,"","","","","","","",UMTS,42402,1662661137443,10.248.195.171,"","MO_OMCB_RNC_3351Z_QNI,Subnet(MO SDR)(3351)",MO_OMCB_RNC_3351Z_QNI,Platform Alarm,"","",110,3G_DPO024M_QNI,SDR,110,3G_DPO024M_QNI,SA,"product:public,wcdma",uid=110#uuserlabel=NodeBO_Pho-Nhon_QNI#ufid=110,Board communication link interrupted,""
Critical,Equipment Alarm,4G-VLH017M-QTI(530121),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",AC may no.(198092554),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 09:45:08,"",ME(MO SDR),Dry contact ID: 4; Board serial number: 710553901147; L eNBId:530121,Unacknowledged,"","","","","","","",LTE FDD,789,1662661137444,10.225.85.27,"","MO SDR_OMMB2_VNPT,QTI(53000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",530121,4G-VLH017M-QTI,SDR,530121,4G-VLH017M-QTI,SA,"product:public,ltefdd",fddid=530121#fdduserlabel=4G-VLH017M-QTI#fddfid=530121,User-defined dry contact alarm 5,""
Major,Equipment Alarm,3G_HNN074M_BDH(469),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=1","","",Lost of synchronization(198092215),The board is faulty.,2023-07-04 09:45:27,"",ME(MO SDR),U RNCId: 3350; Control voltage abnormal; Board serial number: 254178300966; U nodeBId:469,Unacknowledged,"","","","","","","",UMTS,13792,1662661137445,10.248.200.77,"","OMCB_RNC_3002Z_PYN,Subnet(MO SDR)(3002)",OMCB_RNC_3002Z_PYN,Platform Alarm,"","",469,3G_HNN074M_BDH,SDR,469,3G_HNN074M_BDH,CC,"product:public,wcdma",uid=469#uuserlabel=#ufid=469,Lost of synchronization,""
Minor,Equipment Alarm,4G-HTA022M-HUE(460296),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 09:45:45,"",ME(MO SDR),"Dry contact ID: 0; Board serial number: 723558300755; L eNBId:460296,N eNBId:460296",Unacknowledged,"","","","","","","","LTE FDD,NB-IoT",110,1662661137446,10.225.91.248,"","MO SDR_OMMB3_VNPT,HUE(46000)",MO SDR_OMMB3_VNPT,Platform Alarm,"","",460296,4G-HTA022M-HUE,SDR,460296,4G-HTA022M-HUE,SA,"product:public,ltefdd,NB-IoT",fddid=460296#fdduserlabel=4G-HTA022M-HUE#fddfid=460296#nid=460296#nuserlabel=4G-HTA022M-HUE#nfid=460296,User-defined dry contact alarm 1,""
Minor,Equipment Alarm,GU_HTA030M_HUE(303),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 09:45:49,"",ME(MO SDR),"G BSCId: 356; U RNCId: 3355; Dry contact ID: 4; Board serial number: 254488700325; U nodeBId:303,G siteId:169",Unacknowledged,"","","","","","","","UMTS,GSM",114,1662661137447,10.248.183.199,"","OMCB_RNC_3355Z_DNG,RNC_3355Z_HUE(3355)",OMCB_RNC_3355Z_DNG,Platform Alarm,"","",303,GU_HTA030M_HUE,SDR,303,GU_HTA030M_HUE,SA,"product:public,wcdma,gv3",uid=303#uuserlabel=#ufid=303#gid=169#guserlabel=#gfid=169,User-defined dry contact alarm 1,""
Minor,Equipment Alarm,UL-STH036M-QNI(520564),"Equipment=1,Rack(MO SDR)=1,Shelf(MO SDR)=1,Board(MO SDR)=13","","",Mains Failure Alarm(198092550),1. The normally open or closed setting of the alarm related to the dry contact is not correctly set.  2. The cable is not correctly connected or is faulty. 3. The dry contact device is faulty.,2023-07-04 09:45:53,"",ME(MO SDR),"U RNCId: 3003; Dry contact ID: 0; Board serial number: 710692000029; U nodeBId:508,L eNBId:520564",Unacknowledged,"","","","","","","","UMTS,LTE FDD",4508,1662661137448,10.225.113.58,"","MO SDR_OMMB1_VNPT,QNI(52000)",MO SDR_OMMB1_VNPT,Platform Alarm,"","",520564,UL-STH036M-QNI,SDR,520564,UL-STH036M-QNI,SA,"product:public,wcdma,ltefdd",uid=508#uuserlabel=#ufid=508#fddid=520564#fdduserlabel=UL-STH036M-QNI#fddfid=520564,Mains Failure Alarm,""
Major,Equipment Alarm,4G-TAN005M-PYN(490084),"Equipment=1,Rack(MO SDR)=61,Shelf(MO SDR)=1,Board(MO SDR)=1","","",VSWR of the antenna feeder abnormal(198098465),"1. The connectors of the antenna and feeder cables are substandard, are not connected tightly, are penetrated by water, or have foreign objects such as metal fragments. 2. The antenna and feeder cables are squeezed or bent, or the feeder cable is damaged. 3. The RRU hardware is faulty. 4. The antenna is obstructed. 5. The Standing Wave Ratio (SWR) threshold is too low.",2023-07-04 09:45:53,"",ME(MO SDR),"TX-ANT4; VSWR level: serious, VSWR value: 7.18; Board serial number: 219121715981; L eNBId:490084; Topology: Optical board=(1,1,8), Optical board port=3, Optical board port type is SFP, Fault board rack=61, Fault board main cascade=1; L: Cell ID=17",Unacknowledged,"","","","","","","",LTE FDD,589,1662661137449,10.225.123.5,"","MO SDR_OMMB2_VNPT,PYN(49000)",MO SDR_OMMB2_VNPT,Platform Alarm,"","",490084,4G-TAN005M-PYN,RU,61,SubRack-1,R8854 S1800(A4A),"product:public,ltefdd",fddid=490084#fdduserlabel=4G-TAN005M-PYN#fddfid=490084,VSWR of the antenna feeder abnormal,""
